BHID,FROM,TO,HOLE_TYP,DEPTH,VEIN,RE,RE_OLD,DRE,DDDRE,MINE,YEAR,PV,PV_OLD,PL,PL_OLD,EQ,EQ_OLD,ZN,PB,AG,EQ_DDH
10103160437,0.0,1.2,1,1.9,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000007,20.00000000000001,992.3878200000004,574.4329984148586,49.619391,28.721649920742927,45.1304,0.9512,4.5625,49.619391
10103160430,1.391891891891892,2.308108108108108,1,4.4,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000007,20.00000000000001,291.681205945946,574.4329984148586,14.584060297297293,28.721649920742927,13.231154054054056,0.11738108108108107,1.574356756756757,14.584060297297293
10103160415,1.6347826086956525,2.965217391304348,1,4.6,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000007,20.00000000000001,986.0570521739137,574.4329984148586,49.302852608695666,28.721649920742927,42.125060869565225,3.582204347826088,4.86878695652174,49.302852608695666
10103160405,1.74,2.76,1,4.500000000000001,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000018,20.0,808.2170484444451,603.8228466671652,40.41085242222222,30.191142333358265,24.50733333333333,11.06644,7.103455555555557,40.41085242222222
10103160185,1.7297872340425529,2.970212765957447,1,4.7,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999982,20.000000000000004,739.2409382978715,647.4575680263264,36.962046914893605,32.37287840131632,25.566917021276595,7.952995744680852,5.061827659574467,36.962046914893605
10103156322,1.8692307692307697,3.330769230769232,1,5.2,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999982,20.00000000000001,840.3016892307685,426.7907700388514,42.015084461538464,21.33953850194256,27.33283846153847,9.821253846153848,7.0233923076923075,42.015084461538464
10103156037,0.26666666666666666,0.9333333333333332,1,4.0,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.000000000000004,293.3983533333333,257.017834948562,14.669917666666667,12.850891747428095,9.844433333333333,2.6283,3.0141333333333336,14.669917666666667
10103160183,1.3,2.0,1,2.0,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.00000000000001,19.999999999999968,94.94936000000006,589.606893841327,4.7474680000000005,29.4803446920664,2.2837,1.6426000000000005,1.185,4.7474680000000005
10103156176,0.6999999999999998,1.5000000000000002,1,1.5000000000000002,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999982,20.00000000000001,487.2224199999996,426.7907700388514,24.361121,21.33953850194256,10.6955,8.7789,6.9636,24.361121
10103156301,1.8619999999999999,3.138,1,5.0,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999982,20.00000000000001,625.4957371999994,426.7907700388514,31.27478686,21.33953850194256,13.02668,12.779556,8.054582,31.27478686
10103155976,1.8,3.6,1,5.4,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999982,20.00000000000001,1023.2346133333324,426.7907700388514,51.161730666666664,21.33953850194256,37.394566666666655,8.726433333333333,7.1539,51.161730666666664
10103156023,1.7571428571428571,2.8428571428571434,1,3.7000000000000006,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.0,416.1527742857144,352.6718829004647,20.80763871428572,17.63359414502324,7.714857142857142,4.498557142857143,11.277371428571428,20.80763871428572
10103160488,1.643181818181818,2.756818181818182,1,4.4,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,19.999999999999975,20.000000000000007,626.9446790909083,662.2263133516847,31.34723395454545,33.11131566758422,30.18632045454545,0.2431909090909091,1.1832227272727271,31.34723395454545
10103161112,2.1375,3.0625,1,4.2,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000018,20.000000000000007,902.9987475000008,643.1557935530245,45.149937375,32.157789677651216,40.93320625000001,0.27866875,5.009581249999999,45.149937375
10103155987,1.6434782608695653,2.956521739130435,1,4.6,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.0,843.6179634782609,663.7875934460113,42.18089817391304,33.189379672300575,36.361999999999995,2.2639043478260867,4.700591304347826,42.18089817391304
10103160181,0.6999999999999998,1.5000000000000002,1,1.5000000000000002,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000004,20.0,343.80682000000013,606.1881737167921,17.190341000000004,30.30940868583961,7.8369,5.078,5.8619,17.190341000000004
10103155923,0.9,1.4,1,1.4,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.0,473.45232000000004,663.7875934460113,23.672616,33.189379672300575,13.7393,6.2885,5.1709,23.672616
10103160616,1.5767441860465117,2.7232558139534886,1,4.3,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.000000000000007,19.99999999999999,428.74737302325593,678.252244382118,21.43736865116279,33.912612219105924,20.777895348837212,0.22615813953488376,0.5685395348837209,21.43736865116279
10103156729,1.4090909090909087,2.9909090909090907,1,4.4,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.00000000000001,19.999999999999982,414.3793218181819,608.4562353634083,20.718966090909085,30.422811768170448,18.43346818181818,0.3745772727272728,2.4520772727272724,20.718966090909085
10103156086,1.6306122448979592,3.2693877551020405,1,4.9,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.000000000000004,380.9412746938775,412.3853012173967,19.047063734693875,20.619265060869832,8.967614285714284,6.533961224489795,5.066918367346938,19.047063734693875
10103160593,4.173684210526316,5.126315789473684,1,5.6000000000000005,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.0,20.00000000000001,718.1257368421054,649.0071238898062,35.906286842105274,32.45035619449029,32.95083157894737,0.33339473684210524,3.348605263157895,35.906286842105274
10103156783,1.3116279069767445,2.9883720930232562,1,4.3,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.00000000000001,19.999999999999982,556.2998381395353,608.4562353634083,27.81499190697675,30.422811768170448,24.22759767441861,0.7235232558139536,3.6892627906976734,27.81499190697675
10103161207,2.3270270270270266,3.572972972972973,1,4.800000000000002,csaln,1.0,1.0,1.0,0,Andaychagua,21_22,20.00000000000001,20.000000000000018,557.3423729729733,596.640268565294,27.86711864864865,29.832013428264673,25.255175675675677,0.38007027027027024,2.8588324324324335,27.86711864864865
