MINE,VEIN,YEAR,index,TONNES,METAL,EQ,ZN,PB,CU,AG,FE,PV,ORDER,RE,RE_OLD,CUTOFF,MINED_A,BUFFER,TYPE,PHASE,CAT1,CAT2,CAT3,CAT4,Tonnes_Waterfall1,Tonnes_Waterfall2,Tonnes_Waterfall3,Tonnes_Waterfall4
Animon,vnwc,21_22,2.0,97495.71281537513,973063.4698663533,9.980577009668272,6.446213715431333,1.8574238309863353,0.20046784486958025,2.2872900173193633,8.372033673240919,1.1988682575127438,6,2,-99,2,all,100,DDDRE,After Drilling,,2,,,97495.71281537513,,,
Animon,vnwc,21_22,2.0,89123.74387668763,884059.9581260096,9.919466122846034,6.522455530063994,1.8070264353486154,0.20370306448090306,2.1727544211147563,7.99556929973343,1.1516779860282678,6,2,-99,2,in_situ,100,DDDRE,After Drilling,,2,,,89123.74387668763,,,
Animon,vnwc,21_22,3.0,283718.5402074381,2429594.058227733,8.563395456819135,4.948482712539121,1.8324394414115464,0.16423503273642817,2.418663367231631,4.872409059737617,1.282646234838557,6,3,-99,2,all,9999,DDDRE,After Drilling,,,3,,283718.5402074381,,,
Animon,vnwc,21_22,3.0,262202.6136007498,2208831.385802627,8.424139467831417,4.881141740067671,1.7644204304963793,0.16688193359973857,2.4077047128018125,4.655562511260881,1.3085006725189068,6,3,-99,2,in_situ,9999,DDDRE,After Drilling,,,3,,262202.6136007498,,,
Animon,vnwc,21_22,3.0,144358.24950987494,1252344.541895881,8.675254418419735,5.359734594712659,1.7895306306897654,0.1739263816681167,2.0901978915467256,7.453236712590828,1.1773978142158246,6,3,-99,2,all,100,DDDRE,After Drilling,,,3,,144358.24950987494,,,
Animon,vnwc,21_22,3.0,142408.3684948125,1240418.2151621243,8.710290190616917,5.390704239944676,1.8063968169590618,0.17501293329418008,2.075489757110294,7.457172253249374,1.1866777211255901,6,3,-99,2,in_situ,100,DDDRE,After Drilling,,,3,,142408.3684948125,,,
Animon,vnwc,21_22,5.0,320883.4296497813,4772942.562806975,14.874381541035826,8.870021288083121,3.853652332644179,0.44822066869421073,3.0638779632052913,7.835361149962037,1.9851712710986602,6,1,-99,2,all,9999,DRE,After Drilling,1,,,,320883.4296497813,,,
Animon,vnwc,21_22,5.0,25024.32986212498,248765.40510777917,9.940941734639317,5.863343267825742,2.511966993403257,0.22832758164685887,2.204391365010639,8.3017782454511,1.14092046211858,6,1,-99,2,in_situ,9999,DRE,After Drilling,1,,,,25024.32986212498,,,
Animon,vnwc,21_22,5.0,228986.23923343743,3456313.230987829,15.093977885126668,8.647328233767954,4.177201050880357,0.44895394816449385,3.242851497980634,10.137775535079205,1.948910444662423,6,1,-99,2,all,100,DRE,After Drilling,1,,,,228986.23923343743,,,
Animon,vnwc,21_22,5.0,23196.67283174998,232215.79111262367,10.010737005127002,5.858102702803889,2.598881379327887,0.2194190346194269,2.1970565006947016,8.853754199659036,1.143093591265396,6,1,-99,2,in_situ,100,DRE,After Drilling,1,,,,23196.67283174998,,,
Animon,vnwc,21_22,11.0,248982.19583071867,3185071.972456053,12.79236839336722,8.371874827719477,2.5501860722629486,0.28792750303971526,2.593443696120298,7.361918101306166,1.5683504006741393,6,2,-99,2,all,9999,DRE,After Drilling,,2,,,,248982.19583071867,,
Animon,vnwc,21_22,11.0,116085.9518200626,1203466.8190569044,10.36703235997342,6.644181610519381,1.8603396979480167,0.24756073691773584,2.5224491513583107,6.446568358649813,1.1560712691536417,6,2,-99,2,in_situ,9999,DRE,After Drilling,,2,,,,116085.9518200626,,
Animon,vnwc,21_22,11.0,97495.71281537513,973063.4698663533,9.980577009668272,6.446213715431333,1.8574238309863353,0.20046784486958025,2.2872900173193633,8.372033673240919,1.1988682575127438,6,2,-99,2,all,100,DRE,After Drilling,,2,,,,97495.71281537513,,
Animon,vnwc,21_22,11.0,89123.74387668763,884059.9581260096,9.919466122846034,6.522455530063994,1.8070264353486154,0.20370306448090306,2.1727544211147563,7.99556929973343,1.1516779860282678,6,2,-99,2,in_situ,100,DRE,After Drilling,,2,,,,89123.74387668763,,
Animon,vnwc,21_22,17.0,283718.5402074381,2429594.058227733,8.563395456819135,4.948482712539121,1.8324394414115464,0.16423503273642817,2.418663367231631,4.872409059737617,1.282646234838557,6,3,-99,2,all,9999,DRE,After Drilling,,,3,,,,283718.5402074381,
Animon,vnwc,21_22,17.0,262202.6136007498,2208831.385802627,8.424139467831417,4.881141740067671,1.7644204304963793,0.16688193359973857,2.4077047128018125,4.655562511260881,1.3085006725189068,6,3,-99,2,in_situ,9999,DRE,After Drilling,,,3,,,,262202.6136007498,
Animon,vnwc,21_22,17.0,144358.24950987494,1252344.541895881,8.675254418419735,5.359734594712659,1.7895306306897654,0.1739263816681167,2.0901978915467256,7.453236712590828,1.1773978142158246,6,3,-99,2,all,100,DRE,After Drilling,,,3,,,,144358.24950987494,
Animon,vnwc,21_22,17.0,142408.3684948125,1240418.2151621243,8.710290190616917,5.390704239944676,1.8063968169590618,0.17501293329418008,2.075489757110294,7.457172253249374,1.1866777211255901,6,3,-99,2,in_situ,100,DRE,After Drilling,,,3,,,,142408.3684948125,
Animon,vnwc,21_22,1.0,320883.4296497813,4772942.562806975,14.874381541035826,8.870021288083121,3.853652332644179,0.44822066869421073,3.0638779632052913,7.835361149962037,1.9851712710986602,9,1,-99,2,all,9999,RE,After Drilling,1,,,,295859.09978765633,,,
Animon,vnwc,21_22,1.0,25024.32986212498,248765.40510777917,9.940941734639317,5.863343267825742,2.511966993403257,0.22832758164685887,2.204391365010639,8.3017782454511,1.14092046211858,9,1,-99,2,in_situ,9999,RE,After Drilling,1,,,,-203961.90937131245,,,
Animon,vnwc,21_22,1.0,228986.23923343743,3456313.230987829,15.093977885126668,8.647328233767954,4.177201050880357,0.44895394816449385,3.242851497980634,10.137775535079205,1.948910444662423,9,1,-99,2,all,100,RE,After Drilling,1,,,,205789.56640168745,,,
Animon,vnwc,21_22,1.0,23196.67283174998,232215.79111262367,10.010737005127002,5.858102702803889,2.598881379327887,0.2194190346194269,2.1970565006947016,8.853754199659036,1.143093591265396,9,1,-99,2,in_situ,100,RE,After Drilling,1,,,,23196.67283174998,,,
Animon,vnwc,21_22,2.0,248982.19583071867,3185071.972456053,12.79236839336722,8.371874827719477,2.5501860722629486,0.28792750303971526,2.593443696120298,7.361918101306166,1.5683504006741393,9,2,-99,2,all,9999,RE,After Drilling,,2,,,248982.19583071867,248982.19583071867,,
Animon,vnwc,21_22,2.0,116085.9518200626,1203466.8190569044,10.36703235997342,6.644181610519381,1.8603396979480167,0.24756073691773584,2.5224491513583107,6.446568358649813,1.1560712691536417,9,2,-99,2,in_situ,9999,RE,After Drilling,,2,,,116085.9518200626,116085.9518200626,,
Animon,vnwc,21_22,2.0,97495.71281537513,973063.4698663533,9.980577009668272,6.446213715431333,1.8574238309863353,0.20046784486958025,2.2872900173193633,8.372033673240919,1.1988682575127438,9,2,-99,2,all,100,RE,After Drilling,,2,,,97495.71281537513,97495.71281537513,,
Animon,vnwc,21_22,2.0,89123.74387668763,884059.9581260096,9.919466122846034,6.522455530063994,1.8070264353486154,0.20370306448090306,2.1727544211147563,7.99556929973343,1.1516779860282678,9,2,-99,2,in_situ,100,RE,After Drilling,,2,,,89123.74387668763,89123.74387668763,,
Animon,vnwc,21_22,3.0,283718.5402074381,2429594.058227733,8.563395456819135,4.948482712539121,1.8324394414115464,0.16423503273642817,2.418663367231631,4.872409059737617,1.282646234838557,9,3,-99,2,all,9999,RE,After Drilling,,,3,,283718.5402074381,,283718.5402074381,
Animon,vnwc,21_22,3.0,262202.6136007498,2208831.385802627,8.424139467831417,4.881141740067671,1.7644204304963793,0.16688193359973857,2.4077047128018125,4.655562511260881,1.3085006725189068,9,3,-99,2,in_situ,9999,RE,After Drilling,,,3,,262202.6136007498,,262202.6136007498,
Animon,vnwc,21_22,3.0,144358.24950987494,1252344.541895881,8.675254418419735,5.359734594712659,1.7895306306897654,0.1739263816681167,2.0901978915467256,7.453236712590828,1.1773978142158246,9,3,-99,2,all,100,RE,After Drilling,,,3,,144358.24950987494,,144358.24950987494,
Animon,vnwc,21_22,3.0,142408.3684948125,1240418.2151621243,8.710290190616917,5.390704239944676,1.8063968169590618,0.17501293329418008,2.075489757110294,7.457172253249374,1.1866777211255901,9,3,-99,2,in_situ,100,RE,After Drilling,,,3,,142408.3684948125,,142408.3684948125,
Animon,vnwc,21_22,4.0,135548.03255743752,1675882.0553505088,12.363750500328107,8.471492743327856,2.384686345034518,0.2772864648396129,2.119619577883858,0.8077407743164706,1.0053209702500807,6,4,-99,8,all,9999,DDDRE,After Drilling,,,,4,135548.03255743752,,,
Animon,vnwc,21_22,4.0,130595.80675537503,1627335.5220155665,12.460855845577056,8.564232841712116,2.387787804826033,0.2828079939695005,2.1214941198384705,0.8383705074092088,0.9907330482965163,6,4,-99,8,in_situ,9999,DDDRE,After Drilling,,,,4,130595.80675537503,,,
Animon,vnwc,21_22,4.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,6,4,-99,8,all,100,DDDRE,After Drilling,,,,4,18185.652830624993,,,
Animon,vnwc,21_22,4.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,6,4,-99,8,in_situ,100,DDDRE,After Drilling,,,,4,18185.652830624993,,,
Animon,vnwc,21_22,23.0,135548.03255743752,1675882.0553505088,12.363750500328107,8.471492743327856,2.384686345034518,0.2772864648396129,2.119619577883858,0.8077407743164706,1.0053209702500807,6,4,-99,8,all,9999,DRE,After Drilling,,,,4,,,,135548.03255743752
Animon,vnwc,21_22,23.0,130595.80675537503,1627335.5220155665,12.460855845577056,8.564232841712116,2.387787804826033,0.2828079939695005,2.1214941198384705,0.8383705074092088,0.9907330482965163,6,4,-99,8,in_situ,9999,DRE,After Drilling,,,,4,,,,130595.80675537503
Animon,vnwc,21_22,23.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,6,4,-99,8,all,100,DRE,After Drilling,,,,4,,,,18185.652830624993
Animon,vnwc,21_22,23.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,6,4,-99,8,in_situ,100,DRE,After Drilling,,,,4,,,,18185.652830624993
Animon,vnwc,21_22,4.0,135548.03255743752,1675882.0553505088,12.363750500328107,8.471492743327856,2.384686345034518,0.2772864648396129,2.119619577883858,0.8077407743164706,1.0053209702500807,9,4,-99,8,all,9999,RE,After Drilling,,,,4,135548.03255743752,,,135548.03255743752
Animon,vnwc,21_22,4.0,130595.80675537503,1627335.5220155665,12.460855845577056,8.564232841712116,2.387787804826033,0.2828079939695005,2.1214941198384705,0.8383705074092088,0.9907330482965163,9,4,-99,8,in_situ,9999,RE,After Drilling,,,,4,130595.80675537503,,,130595.80675537503
Animon,vnwc,21_22,4.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,9,4,-99,8,all,100,RE,After Drilling,,,,4,18185.652830624993,,,18185.652830624993
Animon,vnwc,21_22,4.0,18185.652830624993,239298.35392484424,13.158634235107643,9.197681219249013,1.9578167385575633,0.2427914110476288,2.709092973345103,4.346093381487286,1.0808989341592723,9,4,-99,8,in_situ,100,RE,After Drilling,,,,4,18185.652830624993,,,18185.652830624993
Animon,vnwc,21_22,1.0,276933.5506732194,4495156.865161869,16.23189698118643,9.69355759528093,4.24373206697128,0.4962707497784371,3.2805931195033526,7.931947815346896,2.027016304102907,6,1,-99,8,all,9999,DDDRE,After Drilling,1,,,,261774.24276493813,,,
Animon,vnwc,21_22,1.0,15159.307908281255,193499.33627460035,12.764391187601328,7.526096928147685,3.395481068254803,0.2951710574316921,2.6335403446112204,8.369351970733865,1.13493756116596,6,1,-99,8,in_situ,9999,DDDRE,After Drilling,1,,,,-182287.60678924984,,,
Animon,vnwc,21_22,1.0,197446.9146975311,3263389.355396095,16.52793288968471,9.472453216329965,4.626738167749426,0.4959674140036905,3.484320481190958,10.251928489167689,2.002916348114226,6,1,-99,8,all,100,DDDRE,After Drilling,1,,,,182922.19671612483,,,
Animon,vnwc,21_22,1.0,14524.717981406253,183724.1244314584,12.649066554452343,7.388255265299389,3.4494366244870784,0.2731646208681703,2.5985256173340714,8.701621756597506,1.1464409400073157,6,1,-99,8,in_situ,100,DDDRE,After Drilling,1,,,,,,,
Animon,vnwc,21_22,2.0,195087.28747006223,2881399.809446008,14.769797903352275,9.66760266187977,2.981771075957284,0.34201486046126744,2.948288798870993,7.223347369829475,1.665713833279639,6,2,-99,8,all,9999,DDDRE,After Drilling,,2,,,195087.28747006223,,,
Animon,vnwc,21_22,2.0,76094.32414562503,984583.8157599205,12.938991532084305,8.21471688330592,2.3670885072707093,0.33138020401054497,3.1935219631449354,5.963993615602825,1.178501379389847,6,2,-99,8,in_situ,9999,DDDRE,After Drilling,,2,,,76094.32414562503,,,
Animon,vnwc,21_22,2.0,59203.85032662505,764040.953759882,12.905257842939294,8.243242380919405,2.4786717077286973,0.2760175499518039,2.9833554013212047,8.482059987165645,1.2286167040017097,6,2,-99,8,all,100,DDDRE,After Drilling,,2,,,59203.85032662505,,,
Animon,vnwc,21_22,2.0,52916.90759406252,688866.8834338727,13.017897582344101,8.477123452095414,2.458399356483593,0.2867567691571489,2.8537502859885016,8.043005802476442,1.1765317082620697,6,2,-99,8,in_situ,100,DDDRE,After Drilling,,2,,,52916.90759406252,,,
Animon,vnwc,21_22,3.0,130468.99695437496,1667972.9922971555,12.784439454841873,7.598972314589185,2.7564049216290063,0.266071069094802,3.319000703926235,4.154221969264487,1.2107343793539211,6,3,-99,8,all,9999,DDDRE,After Drilling,,,3,,130468.99695437496,,,
Animon,vnwc,21_22,3.0,117179.55082012492,1484453.0174976864,12.668191737450663,7.583998629448349,2.6380067925560593,0.2764832788065335,3.3301857990263835,4.0279874277498955,1.2331502839714321,6,3,-99,8,in_situ,9999,DDDRE,After Drilling,,,3,,117179.55082012492,,,
Animon,vnwc,21_22,3.0,62172.85009687504,837866.6216517227,13.476406829447182,8.86324080219744,2.6670802137153253,0.29718812155133223,2.6997233014177215,6.18916658080468,1.097299431350918,6,3,-99,8,all,100,DDDRE,After Drilling,,,3,,62172.85009687504,,,
Animon,vnwc,21_22,3.0,61656.58598306254,832039.4747869066,13.494738015748604,8.881503898984311,2.6791363743789587,0.29826183994689837,2.685616795890272,6.16424723691589,1.1017185156051679,6,3,-99,8,in_situ,100,DDDRE,After Drilling,,,3,,61656.58598306254,,,
Animon,vnwc,21_22,5.0,276933.5506732194,4495156.865161869,16.23189698118643,9.69355759528093,4.24373206697128,0.4962707497784371,3.2805931195033526,7.931947815346896,2.027016304102907,6,1,-99,8,all,9999,DRE,After Drilling,1,,,,276933.5506732194,,,
Animon,vnwc,21_22,5.0,15159.307908281255,193499.33627460035,12.764391187601328,7.526096928147685,3.395481068254803,0.2951710574316921,2.6335403446112204,8.369351970733865,1.13493756116596,6,1,-99,8,in_situ,9999,DRE,After Drilling,1,,,,15159.307908281255,,,
Animon,vnwc,21_22,5.0,197446.9146975311,3263389.355396095,16.52793288968471,9.472453216329965,4.626738167749426,0.4959674140036905,3.484320481190958,10.251928489167689,2.002916348114226,6,1,-99,8,all,100,DRE,After Drilling,1,,,,197446.9146975311,,,
Animon,vnwc,21_22,5.0,14524.717981406253,183724.1244314584,12.649066554452343,7.388255265299389,3.4494366244870784,0.2731646208681703,2.5985256173340714,8.701621756597506,1.1464409400073157,6,1,-99,8,in_situ,100,DRE,After Drilling,1,,,,14524.717981406253,,,
Animon,vnwc,21_22,11.0,195087.28747006223,2881399.809446008,14.769797903352275,9.66760266187977,2.981771075957284,0.34201486046126744,2.948288798870993,7.223347369829475,1.665713833279639,6,2,-99,8,all,9999,DRE,After Drilling,,2,,,,195087.28747006223,,
Animon,vnwc,21_22,11.0,76094.32414562503,984583.8157599205,12.938991532084305,8.21471688330592,2.3670885072707093,0.33138020401054497,3.1935219631449354,5.963993615602825,1.178501379389847,6,2,-99,8,in_situ,9999,DRE,After Drilling,,2,,,,76094.32414562503,,
Animon,vnwc,21_22,11.0,59203.85032662505,764040.953759882,12.905257842939294,8.243242380919405,2.4786717077286973,0.2760175499518039,2.9833554013212047,8.482059987165645,1.2286167040017097,6,2,-99,8,all,100,DRE,After Drilling,,2,,,,59203.85032662505,,
Animon,vnwc,21_22,11.0,52916.90759406252,688866.8834338727,13.017897582344101,8.477123452095414,2.458399356483593,0.2867567691571489,2.8537502859885016,8.043005802476442,1.1765317082620697,6,2,-99,8,in_situ,100,DRE,After Drilling,,2,,,,52916.90759406252,,
Animon,vnwc,21_22,17.0,130468.99695437496,1667972.9922971555,12.784439454841873,7.598972314589185,2.7564049216290063,0.266071069094802,3.319000703926235,4.154221969264487,1.2107343793539211,6,3,-99,8,all,9999,DRE,After Drilling,,,3,,,,130468.99695437496,
Animon,vnwc,21_22,17.0,117179.55082012492,1484453.0174976864,12.668191737450663,7.583998629448349,2.6380067925560593,0.2764832788065335,3.3301857990263835,4.0279874277498955,1.2331502839714321,6,3,-99,8,in_situ,9999,DRE,After Drilling,,,3,,,,117179.55082012492,
Animon,vnwc,21_22,17.0,62172.85009687504,837866.6216517227,13.476406829447182,8.86324080219744,2.6670802137153253,0.29718812155133223,2.6997233014177215,6.18916658080468,1.097299431350918,6,3,-99,8,all,100,DRE,After Drilling,,,3,,,,62172.85009687504,
Animon,vnwc,21_22,17.0,61656.58598306254,832039.4747869066,13.494738015748604,8.881503898984311,2.6791363743789587,0.29826183994689837,2.685616795890272,6.16424723691589,1.1017185156051679,6,3,-99,8,in_situ,100,DRE,After Drilling,,,3,,,,61656.58598306254,
Animon,vnwc,21_22,1.0,276933.5506732194,4495156.865161869,16.23189698118643,9.69355759528093,4.24373206697128,0.4962707497784371,3.2805931195033526,7.931947815346896,2.027016304102907,9,1,-99,8,all,9999,RE,After Drilling,1,,,,261774.24276493813,,,
Animon,vnwc,21_22,1.0,15159.307908281255,193499.33627460035,12.764391187601328,7.526096928147685,3.395481068254803,0.2951710574316921,2.6335403446112204,8.369351970733865,1.13493756116596,9,1,-99,8,in_situ,9999,RE,After Drilling,1,,,,-182287.60678924984,,,
Animon,vnwc,21_22,1.0,197446.9146975311,3263389.355396095,16.52793288968471,9.472453216329965,4.626738167749426,0.4959674140036905,3.484320481190958,10.251928489167689,2.002916348114226,9,1,-99,8,all,100,RE,After Drilling,1,,,,182922.19671612483,,,
Animon,vnwc,21_22,1.0,14524.717981406253,183724.1244314584,12.649066554452343,7.388255265299389,3.4494366244870784,0.2731646208681703,2.5985256173340714,8.701621756597506,1.1464409400073157,9,1,-99,8,in_situ,100,RE,After Drilling,1,,,,14524.717981406253,,,
Animon,vnwc,21_22,2.0,195087.28747006223,2881399.809446008,14.769797903352275,9.66760266187977,2.981771075957284,0.34201486046126744,2.948288798870993,7.223347369829475,1.665713833279639,9,2,-99,8,all,9999,RE,After Drilling,,2,,,195087.28747006223,195087.28747006223,,
Animon,vnwc,21_22,2.0,76094.32414562503,984583.8157599205,12.938991532084305,8.21471688330592,2.3670885072707093,0.33138020401054497,3.1935219631449354,5.963993615602825,1.178501379389847,9,2,-99,8,in_situ,9999,RE,After Drilling,,2,,,76094.32414562503,76094.32414562503,,
Animon,vnwc,21_22,2.0,59203.85032662505,764040.953759882,12.905257842939294,8.243242380919405,2.4786717077286973,0.2760175499518039,2.9833554013212047,8.482059987165645,1.2286167040017097,9,2,-99,8,all,100,RE,After Drilling,,2,,,59203.85032662505,59203.85032662505,,
Animon,vnwc,21_22,2.0,52916.90759406252,688866.8834338727,13.017897582344101,8.477123452095414,2.458399356483593,0.2867567691571489,2.8537502859885016,8.043005802476442,1.1765317082620697,9,2,-99,8,in_situ,100,RE,After Drilling,,2,,,52916.90759406252,52916.90759406252,,
Animon,vnwc,21_22,3.0,130468.99695437496,1667972.9922971555,12.784439454841873,7.598972314589185,2.7564049216290063,0.266071069094802,3.319000703926235,4.154221969264487,1.2107343793539211,9,3,-99,8,all,9999,RE,After Drilling,,,3,,130468.99695437496,,130468.99695437496,
Animon,vnwc,21_22,3.0,117179.55082012492,1484453.0174976864,12.668191737450663,7.583998629448349,2.6380067925560593,0.2764832788065335,3.3301857990263835,4.0279874277498955,1.2331502839714321,9,3,-99,8,in_situ,9999,RE,After Drilling,,,3,,117179.55082012492,,117179.55082012492,
Animon,vnwc,21_22,3.0,62172.85009687504,837866.6216517227,13.476406829447182,8.86324080219744,2.6670802137153253,0.29718812155133223,2.6997233014177215,6.18916658080468,1.097299431350918,9,3,-99,8,all,100,RE,After Drilling,,,3,,62172.85009687504,,62172.85009687504,
Animon,vnwc,21_22,3.0,61656.58598306254,832039.4747869066,13.494738015748604,8.881503898984311,2.6791363743789587,0.29826183994689837,2.685616795890272,6.16424723691589,1.1017185156051679,9,3,-99,8,in_situ,100,RE,After Drilling,,,3,,61656.58598306254,,61656.58598306254,
Animon,vpre,21_22,20.0,5215.250188125002,131981.1454363278,25.306771616986975,19.271462365151017,5.016671642180782,0.29489080345693114,1.733929948087047,0.0,1.7253329827384674,3,4,2,0,all,9999,DRE,After Drilling,,2,,4,,,,0.0
Animon,vpre,21_22,20.0,5215.250188125002,131981.1454363278,25.306771616986975,19.271462365151017,5.016671642180782,0.29489080345693114,1.733929948087047,0.0,1.7253329827384674,3,4,2,0,all,100,DRE,After Drilling,,2,,4,,,,152.48608599623276
Animon,vpre,21_22,20.0,5062.764102128769,129344.8508946436,25.54826736648805,18.98263318111319,4.902977572421134,0.28227329311940974,1.6626566129537164,0.0,0.0,3,4,2,0,all,9999,DRE,Before Drilling,,2,,4,,,,
Animon,vpre,21_22,20.0,5062.764102128769,129344.8508946436,25.54826736648805,18.98263318111319,4.902977572421134,0.28227329311940974,1.6626566129537164,0.0,0.0,3,4,2,0,all,100,DRE,Before Drilling,,2,,4,,,,
Animon,vpre,21_22,21.0,56797.98387487504,1361443.7549086853,23.969931008606256,18.48006014339874,4.5693100871042835,0.3297185346092043,1.5701423364881946,0.0,1.8050083677459818,4,4,3,0,all,9999,DRE,After Drilling,,,3,4,,,,
Animon,vpre,21_22,21.0,56797.98387487504,1361443.7549086853,23.969931008606256,18.48006014339874,4.5693100871042835,0.3297185346092043,1.5701423364881946,0.0,1.8050083677459818,4,4,3,0,all,100,DRE,After Drilling,,,3,4,,,,
Animon,vpre,21_22,21.0,55730.37581750052,1362422.7669121278,24.446681848578134,18.34276235853291,4.577839606509146,0.30801134505535055,1.5260798835360692,0.0,0.0,4,4,3,0,all,9999,DRE,Before Drilling,,,3,4,,,-55730.37581750052,-55730.37581750052
Animon,vpre,21_22,21.0,55730.37581750052,1362422.7669121278,24.446681848578134,18.34276235853291,4.577839606509146,0.30801134505535055,1.5260798835360692,0.0,0.0,4,4,3,0,all,100,DRE,Before Drilling,,,3,4,,,-55730.37581750052,-55730.37581750052
Animon,vpre,21_22,3.0,3618.8454214375,6768.480131503642,1.8703424278384968,1.6254297693426618,0.05314975306462655,0.015098738507685273,0.2474472344935727,5.128398753998552,0.869627433693093,5,3,4,0,in_situ,9999,DDDRE,After Drilling,,,3,4,3618.8454214375,,,
Animon,vpre,21_22,3.0,3618.8454214375,6768.480131503642,1.8703424278384968,1.6254297693426618,0.05314975306462655,0.015098738507685273,0.2474472344935727,5.128398753998552,0.869627433693093,5,3,4,0,in_situ,100,DDDRE,After Drilling,,,3,4,3618.8454214375,,,
Animon,vpre,21_22,3.0,3622.0975568684776,7242.240874657335,1.9994604675746752,1.6592933499292657,0.04980623195384918,0.022654141435924372,0.2903608856915595,0.0,0.0,5,3,4,0,in_situ,9999,DDDRE,Before Drilling,,,3,4,,,,
Animon,vpre,21_22,3.0,3622.0975568684776,7242.240874657335,1.9994604675746752,1.6592933499292657,0.04980623195384918,0.022654141435924372,0.2903608856915595,0.0,0.0,5,3,4,0,in_situ,100,DDDRE,Before Drilling,,,3,4,,,,
Animon,vpre,21_22,3.0,3668.7990576092134,7950.4547939170925,2.1670455833299402,1.766255448224055,0.10110325437799639,0.0272053179301055,0.2996868807278881,0.0,0.0,5,2,4,0,all,9999,DDDRE,Before Drilling,,2,,4,,,,
Animon,vpre,21_22,3.0,3668.7990576092134,7950.4547939170925,2.1670455833299402,1.766255448224055,0.10110325437799639,0.0272053179301055,0.2996868807278881,0.0,0.0,5,2,4,0,all,100,DDDRE,Before Drilling,,2,,4,,,,
Animon,vpre,21_22,4.0,240309.0347351663,4575902.199489899,19.041740168166353,13.899711055375533,3.6585094854456672,0.2617834909166411,1.483519627345122,0.0,0.0,5,4,4,0,all,9999,RE,Before Drilling,,,,4,,,,240309.0347351663
Animon,vpre,21_22,4.0,42842.69290339382,81353.32515502383,1.8988844921225612,1.5737805702685632,0.04959310868733778,0.01855143342009035,0.2755108131666592,0.0,0.0,5,4,4,0,in_situ,9999,RE,Before Drilling,,,,4,,,,42842.69290339382
Animon,vpre,21_22,4.0,240309.0347351663,4575902.199489899,19.041740168166353,13.899711055375533,3.6585094854456672,0.2617834909166411,1.483519627345122,0.0,0.0,5,4,4,0,all,100,RE,Before Drilling,,,,4,,,,240309.0347351663
Animon,vpre,21_22,4.0,42842.69290339382,81353.32515502383,1.8988844921225612,1.5737805702685632,0.04959310868733778,0.01855143342009035,0.2755108131666592,0.0,0.0,5,4,4,0,in_situ,100,RE,Before Drilling,,,,4,,,,42842.69290339382
Animon,vpre,21_22,8.0,188436.3701627187,3129298.499478325,16.60665877174407,12.37923486866718,3.24260410375854,0.28319022080948253,1.53392670092257,3.04212187467858,1.8024833531068831,5,4,4,0,all,9999,DDDRE,After Drilling,,,,4,,143421.65345881245,,
Animon,vpre,21_22,8.0,45014.71670390625,74373.91954629752,1.652213431343078,1.4116119125563973,0.04961607981273292,0.014046654167178466,0.2461500896795787,12.734644259291587,0.8404554964385685,5,4,4,0,in_situ,9999,DDDRE,After Drilling,,,,4,,-143421.65345881245,,
Animon,vpre,21_22,8.0,188436.3701627187,3129298.499478325,16.60665877174407,12.37923486866718,3.24260410375854,0.28319022080948253,1.53392670092257,3.04212187467858,1.8024833531068831,5,4,4,0,all,100,DDDRE,After Drilling,,,,4,,143421.65345881245,,
Animon,vpre,21_22,8.0,45014.71670390625,74373.91954629752,1.652213431343078,1.4116119125563973,0.04961607981273292,0.014046654167178466,0.2461500896795787,12.734644259291587,0.8404554964385685,5,4,4,0,in_situ,100,DDDRE,After Drilling,,,,4,,-134501.17811163078,,
Animon,vpre,21_22,8.0,179515.89481553703,3084134.5816831253,17.180286931428842,12.377023859044657,3.3380082754368363,0.24685427964990272,1.4652547969473335,0.0,0.0,5,4,4,0,all,9999,DDDRE,Before Drilling,,,,4,,,,
Animon,vpre,21_22,8.0,42842.69290339382,81353.32515502383,1.8988844921225612,1.5737805702685632,0.04959310868733778,0.01855143342009035,0.2755108131666592,0.0,0.0,5,4,4,0,in_situ,9999,DDDRE,Before Drilling,,,,4,,,,
Animon,vpre,21_22,8.0,179515.89481553703,3084134.5816831253,17.180286931428842,12.377023859044657,3.3380082754368363,0.24685427964990272,1.4652547969473335,0.0,0.0,5,4,4,0,all,100,DDDRE,Before Drilling,,,,4,,,,
Animon,vpre,21_22,8.0,42842.69290339382,81353.32515502383,1.8988844921225612,1.5737805702685632,0.04959310868733778,0.01855143342009035,0.2755108131666592,0.0,0.0,5,4,4,0,in_situ,100,DDDRE,Before Drilling,,,,4,,,,
