MINE,VEIN,YEAR,index,TONNES,METAL,EQ,ZN,PB,CU,AG,FE,PV,ORDER,RE,RE_OLD,CUTOFF,MINED_A,BUFFER,TYPE,PHASE,CAT1,CAT2,CAT3,CAT4,Tonnes_Waterfall1,Tonnes_Waterfall2,Tonnes_Waterfall3,Tonnes_Waterfall4
Animon,vrtg,21_22,9.0,1125.7165560624999,11844.92501993956,10.522120294091089,4.899846010726588,3.6802960368027535,0.19054695366326752,2.7843027451155775,1.4812666766304043,0.7325163446535944,4,2,3,2,in_situ,9999,DRE,After Drilling,,2,3,,,1125.7165560624999,,
Animon,vrtg,21_22,9.0,1282.9997736875,12437.311764554843,9.693931378341924,4.529588877543436,3.3755247457818807,0.17312811383808313,2.5634235074520455,1.2996778768198538,0.7553584424579513,4,2,3,2,all,100,DRE,After Drilling,,2,3,,,1282.9997736875,,
Animon,vrtg,21_22,9.0,1125.7165560624999,11844.92501993956,10.522120294091089,4.899846010726588,3.6802960368027535,0.19054695366326752,2.7843027451155775,1.4812666766304043,0.7325163446535944,4,2,3,2,in_situ,100,DRE,After Drilling,,2,3,,,1125.7165560624999,,
Animon,vrtg,21_22,9.0,1463.2945998349446,12011.372282852228,8.20844434484148,3.7967418556579364,2.599404200945431,0.14991877291684633,1.812298288238114,0.0,0.0,4,2,3,2,all,9999,DRE,Before Drilling,,2,3,,,,-1463.2945998349446,-1463.2945998349446
Animon,vrtg,21_22,9.0,1267.884776732608,11306.318559118921,8.917465345909251,4.110115770598306,2.843731074185755,0.16606474670878485,1.9636185011251932,0.0,0.0,4,2,3,2,in_situ,9999,DRE,Before Drilling,,2,3,,,,-1267.884776732608,-1267.884776732608
Animon,vrtg,21_22,9.0,1463.2945998349446,12011.372282852228,8.20844434484148,3.7967418556579364,2.599404200945431,0.14991877291684633,1.812298288238114,0.0,0.0,4,2,3,2,all,100,DRE,Before Drilling,,2,3,,,,-1463.2945998349446,-1463.2945998349446
Animon,vrtg,21_22,9.0,1267.884776732608,11306.318559118921,8.917465345909251,4.110115770598306,2.843731074185755,0.16606474670878485,1.9636185011251932,0.0,0.0,4,2,3,2,in_situ,100,DRE,Before Drilling,,2,3,,,,-1267.884776732608,-1267.884776732608
Animon,vrtg,21_22,15.0,82015.79813334385,635515.5779114852,7.748697109284288,4.114295768266496,2.4277993969563028,0.11678577919357236,1.7424656982557676,2.191964070269842,0.7915872516987076,4,3,3,2,all,9999,DRE,After Drilling,,,3,,,,4230.113168687531,
Animon,vrtg,21_22,15.0,77785.68496465632,602433.2705660943,7.744783257225587,4.162075439466275,2.4014121616562845,0.11824845461567361,1.7080943092321257,2.247979593224792,0.7882469510160643,4,3,3,2,in_situ,9999,DRE,After Drilling,,,3,,,,-4230.113168687531,
Animon,vrtg,21_22,15.0,82015.79813334385,635515.5779114852,7.748697109284288,4.114295768266496,2.4277993969563028,0.11678577919357236,1.7424656982557676,2.191964070269842,0.7915872516987076,4,3,3,2,all,100,DRE,After Drilling,,,3,,,,4230.113168687531,
Animon,vrtg,21_22,15.0,77785.68496465632,602433.2705660943,7.744783257225587,4.162075439466275,2.4014121616562845,0.11824845461567361,1.7080943092321257,2.247979593224792,0.7882469510160643,4,3,3,2,in_situ,100,DRE,After Drilling,,,3,,,,-2929.640893964577,
Animon,vrtg,21_22,15.0,80715.3258586209,618148.062777784,7.65837288274742,4.021767241853792,2.112438462649631,0.11919032122730161,1.5241671782440167,0.0,0.0,4,3,3,2,all,9999,DRE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,15.0,76988.53723604992,591422.1162744105,7.681950294250776,4.070182473716644,2.1005473313520393,0.12084495430429197,1.5112204891821102,0.0,0.0,4,3,3,2,in_situ,9999,DRE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,15.0,80715.3258586209,618148.062777784,7.65837288274742,4.021767241853792,2.112438462649631,0.11919032122730161,1.5241671782440167,0.0,0.0,4,3,3,2,all,100,DRE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,15.0,76988.53723604992,591422.1162744105,7.681950294250776,4.070182473716644,2.1005473313520393,0.12084495430429197,1.5112204891821102,0.0,0.0,4,3,3,2,in_situ,100,DRE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,-99.0,638.110425578048,4479.876118111854,7.020534281435143,4.717585188662477,1.0649550451492102,0.09193827527583877,1.2379940476234583,0.0,0.0,7,-99,3,2,all,9999,RE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,-99.0,638.110425578048,4479.876118111854,7.020534281435143,4.717585188662477,1.0649550451492102,0.09193827527583877,1.2379940476234583,0.0,0.0,7,-99,3,2,all,100,RE,Before Drilling,,,3,,,,,
Animon,vrtg,21_22,12.0,30.912009843584002,235.4503490869001,7.616791993736034,6.242167184523369,0.4746151659252592,0.04418978005061088,0.9000096432874052,0.0,0.0,7,-99,2,2,all,9999,DRE,Before Drilling,,2,,,,,,
Animon,vrtg,21_22,12.0,30.912009843584002,235.4503490869001,7.616791993736034,6.242167184523369,0.4746151659252592,0.04418978005061088,0.9000096432874052,0.0,0.0,7,-99,2,2,all,100,DRE,Before Drilling,,2,,,,,,
Animon,vrtg,21_22,18.0,306.576011892928,2782.2242955950746,9.075153265959925,6.442822367450739,1.1082457936023071,0.09795467473859605,1.5240851049068795,0.0,0.0,7,-99,3,2,all,9999,DRE,Before Drilling,,,3,,,,-306.576011892928,
Animon,vrtg,21_22,18.0,306.576011892928,2782.2242955950746,9.075153265959925,6.442822367450739,1.1082457936023071,0.09795467473859605,1.5240851049068795,0.0,0.0,7,-99,3,2,all,100,DRE,Before Drilling,,,3,,,,-306.576011892928,
Animon,vrtg,21_22,1.0,29906.48611175,218530.4108149693,7.307124280612512,3.69002227426552,2.3018818542160733,0.1374640943060471,1.8687998975768145,6.212799484410681,1.159692948325055,9,1,1,2,all,9999,RE,After Drilling,1,,,,15366.529734000007,,,
Animon,vrtg,21_22,1.0,14539.956377749993,94418.42743138819,6.4937215063363976,3.719869865614592,1.8074655214157325,0.09844794682370141,1.3834287694859309,5.946461267256325,1.0821183402573482,9,1,1,2,in_situ,9999,RE,After Drilling,1,,,,-15366.529734000007,,,
Animon,vrtg,21_22,1.0,29906.48611175,218530.4108149693,7.307124280612512,3.69002227426552,2.3018818542160733,0.1374640943060471,1.8687998975768145,6.212799484410681,1.159692948325055,9,1,1,2,all,100,RE,After Drilling,1,,,,15366.529734000007,,,
Animon,vrtg,21_22,1.0,14539.956377749993,94418.42743138819,6.4937215063363976,3.719869865614592,1.8074655214157325,0.09844794682370141,1.3834287694859309,5.946461267256325,1.0821183402573482,9,1,1,2,in_situ,100,RE,After Drilling,1,,,,14539.956377749993,,,
Animon,vrtg,21_22,2.0,206104.55689590558,1473067.5903794935,7.147185935939668,3.9625378640460185,2.08367936353466,0.10371653622263477,1.5782611098944106,3.1669554196655834,1.1380164761470015,9,2,2,2,all,9999,RE,After Drilling,,2,,,206104.55689590558,206104.55689590558,,
Animon,vrtg,21_22,2.0,166022.3714559375,1195454.0055973243,7.2005597505550565,3.982152985755081,2.1312914127427587,0.1047071523340698,1.5649440063820903,2.8684911070066033,1.1159076501886303,9,2,2,2,in_situ,9999,RE,After Drilling,,2,,,166022.3714559375,166022.3714559375,,
Animon,vrtg,21_22,2.0,206104.55689590558,1473067.5903794935,7.147185935939668,3.9625378640460185,2.08367936353466,0.10371653622263477,1.5782611098944106,3.1669554196655834,1.1380164761470015,9,2,2,2,all,100,RE,After Drilling,,2,,,206104.55689590558,206104.55689590558,,
Animon,vrtg,21_22,2.0,166022.3714559375,1195454.0055973243,7.2005597505550565,3.982152985755081,2.1312914127427587,0.1047071523340698,1.5649440063820903,2.8684911070066033,1.1159076501886303,9,2,2,2,in_situ,100,RE,After Drilling,,2,,,166022.3714559375,166022.3714559375,,
Animon,vrtg,21_22,3.0,95896.26312131262,737469.8877058966,7.690288064436543,4.024429115808275,2.4516224512602913,0.10767774616680674,1.754240587338543,2.206367755088572,0.8450240621552709,9,3,3,2,all,9999,RE,After Drilling,,,3,,95896.26312131262,,95896.26312131262,
Animon,vrtg,21_22,3.0,91473.80452175012,703295.29463937,7.688488505713617,4.0651765284153045,2.430772265456915,0.10866361343596029,1.7249288134485754,2.2593066245318263,0.844305858176849,9,3,3,2,in_situ,9999,RE,After Drilling,,,3,,91473.80452175012,,91473.80452175012,
Animon,vrtg,21_22,3.0,95896.26312131262,737469.8877058966,7.690288064436543,4.024429115808275,2.4516224512602913,0.10767774616680674,1.754240587338543,2.206367755088572,0.8450240621552709,9,3,3,2,all,100,RE,After Drilling,,,3,,95896.26312131262,,95896.26312131262,
Animon,vrtg,21_22,3.0,91473.80452175012,703295.29463937,7.688488505713617,4.0651765284153045,2.430772265456915,0.10866361343596029,1.7249288134485754,2.2593066245318263,0.844305858176849,9,3,3,2,in_situ,100,RE,After Drilling,,,3,,91473.80452175012,,91473.80452175012,
Animon,vrtg,21_22,21.0,184.536552375,1622.609162912078,8.792887598846786,5.3668565644790185,1.7155941686088623,0.10171978737380719,2.3171249370581206,6.947660303063403,0.5412276500838622,4,4,3,8,all,9999,DRE,After Drilling,,,3,4,,,,
Animon,vrtg,21_22,21.0,184.536552375,1622.609162912078,8.792887598846786,5.3668565644790185,1.7155941686088623,0.10171978737380719,2.3171249370581206,6.947660303063403,0.5412276500838622,4,4,3,8,in_situ,9999,DRE,After Drilling,,,3,4,,,,
Animon,vrtg,21_22,21.0,184.536552375,1622.609162912078,8.792887598846786,5.3668565644790185,1.7155941686088623,0.10171978737380719,2.3171249370581206,6.947660303063403,0.5412276500838622,4,4,3,8,all,100,DRE,After Drilling,,,3,4,,,,
Animon,vrtg,21_22,21.0,184.536552375,1622.609162912078,8.792887598846786,5.3668565644790185,1.7155941686088623,0.10171978737380719,2.3171249370581206,6.947660303063403,0.5412276500838622,4,4,3,8,in_situ,100,DRE,After Drilling,,,3,4,,,,
Animon,vrtg,21_22,3.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,all,9999,DDDRE,After Drilling,,,3,4,352.6780300625,,,
Animon,vrtg,21_22,3.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,in_situ,9999,DDDRE,After Drilling,,,3,4,352.6780300625,,,
Animon,vrtg,21_22,3.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,all,100,DDDRE,After Drilling,,,3,4,352.6780300625,,,
Animon,vrtg,21_22,3.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,in_situ,100,DDDRE,After Drilling,,,3,4,352.6780300625,,,
Animon,vrtg,21_22,3.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,in_situ,9999,DDDRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,3.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,in_situ,100,DDDRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,4.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,9999,RE,Before Drilling,,,,4,,,,4777.270066923842
Animon,vrtg,21_22,4.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,9999,RE,Before Drilling,,,,4,,,,4777.270066923842
Animon,vrtg,21_22,4.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,100,RE,Before Drilling,,,,4,,,,4777.270066923842
Animon,vrtg,21_22,4.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,100,RE,Before Drilling,,,,4,,,,4777.270066923842
Animon,vrtg,21_22,8.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,all,9999,DDDRE,After Drilling,,,,4,,0.0,,
Animon,vrtg,21_22,8.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,in_situ,9999,DDDRE,After Drilling,,,,4,,0.0,,
Animon,vrtg,21_22,8.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,all,100,DDDRE,After Drilling,,,,4,,0.0,,
Animon,vrtg,21_22,8.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,in_situ,100,DDDRE,After Drilling,,,,4,,1676.7055557011581,,
Animon,vrtg,21_22,8.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,9999,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,8.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,9999,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,8.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,100,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,8.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,100,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,16.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,all,9999,DRE,After Drilling,,,3,4,,,352.6780300625,
Animon,vrtg,21_22,16.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,in_situ,9999,DRE,After Drilling,,,3,4,,,352.6780300625,
Animon,vrtg,21_22,16.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,all,100,DRE,After Drilling,,,3,4,,,352.6780300625,
Animon,vrtg,21_22,16.0,352.6780300625,3806.4812823199204,10.793077418645423,5.113440423967611,5.14123182485442,0.16404513614108418,1.1370778975237505,3.5709531844087863,0.7874287879612687,5,3,4,8,in_situ,100,DRE,After Drilling,,,3,4,,,352.6780300625,
Animon,vrtg,21_22,16.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,all,9999,DRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,16.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,in_situ,9999,DRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,16.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,all,100,DRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,16.0,236.17110927072,2604.897160388162,11.02970286429997,5.464940417051741,4.397459721568676,0.17450503999005143,1.167302725679556,0.0,0.0,5,3,4,8,in_situ,100,DRE,Before Drilling,,,3,4,,,,
Animon,vrtg,21_22,22.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,all,9999,DRE,After Drilling,,,,4,,,,0.0
Animon,vrtg,21_22,22.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,in_situ,9999,DRE,After Drilling,,,,4,,,,0.0
Animon,vrtg,21_22,22.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,all,100,DRE,After Drilling,,,,4,,,,0.0
Animon,vrtg,21_22,22.0,6453.975622625,65473.61762574704,10.14469552630836,4.9602880306835155,4.488319622051695,0.1492110233059044,1.2788231094342095,4.629266800105885,0.7633667332402437,5,4,4,8,in_situ,100,DRE,After Drilling,,,,4,,,,1676.7055557011581
Animon,vrtg,21_22,22.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,9999,DRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,22.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,9999,DRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,22.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,all,100,DRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,22.0,4777.270066923842,48565.813929234246,10.16601809168945,5.01757641292327,4.027326647230053,0.1589839942443782,1.1211150315361265,0.0,0.0,5,4,4,8,in_situ,100,DRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,3.0,406.769588761792,4406.958233409233,10.834040585049705,6.585851373475317,2.8984853846964875,0.13745891746865552,1.3497038268779018,0.0,0.0,6,-40,4,8,all,9999,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,3.0,406.769588761792,4406.958233409233,10.834040585049705,6.585851373475317,2.8984853846964875,0.13745891746865552,1.3497038268779018,0.0,0.0,6,-40,4,8,all,100,DDDRE,Before Drilling,,,,4,,,,
Animon,vrtg,21_22,4.0,6638.512174999999,67096.22678865914,10.107118134291763,4.97158977323561,4.411243737821545,0.14789086771743673,1.3076856970959365,4.693713220147946,0.7571917380797624,9,4,4,8,all,9999,RE,After Drilling,,,,4,6638.512174999999,,,6638.512174999999
Animon,vrtg,21_22,4.0,6638.512174999999,67096.22678865914,10.107118134291763,4.97158977323561,4.411243737821545,0.14789086771743673,1.3076856970959365,4.693713220147946,0.7571917380797624,9,4,4,8,in_situ,9999,RE,After Drilling,,,,4,6638.512174999999,,,6638.512174999999
Animon,vrtg,21_22,4.0,6638.512174999999,67096.22678865914,10.107118134291763,4.97158977323561,4.411243737821545,0.14789086771743673,1.3076856970959365,4.693713220147946,0.7571917380797624,9,4,4,8,all,100,RE,After Drilling,,,,4,6638.512174999999,,,6638.512174999999
Animon,vrtg,21_22,4.0,6638.512174999999,67096.22678865914,10.107118134291763,4.97158977323561,4.411243737821545,0.14789086771743673,1.3076856970959365,4.693713220147946,0.7571917380797624,9,4,4,8,in_situ,100,RE,After Drilling,,,,4,6638.512174999999,,,6638.512174999999
Animon,vrtg,21_22,0.0,12683.686389874996,143688.44424541257,11.328602728629013,5.8140167924413735,3.3158065435778434,0.1609373267436402,3.077070681274319,3.489659557989037,1.4947599999206633,2,2,1,8,all,9999,DDDRE,After Drilling,1,2,,,,,,
Animon,vrtg,21_22,0.0,12683.686389874996,143688.44424541257,11.328602728629013,5.8140167924413735,3.3158065435778434,0.1609373267436402,3.077070681274319,3.489659557989037,1.4947599999206633,2,2,1,8,all,100,DDDRE,After Drilling,1,2,,,,,,
Animon,vrtg,21_22,0.0,17585.25629496532,195422.94860941177,11.112886006976288,5.687214384133673,2.911722437924228,0.14719515962821667,2.513949184918401,0.0,0.0,2,2,1,8,all,9999,DDDRE,Before Drilling,1,2,,,,,,
Animon,vrtg,21_22,0.0,11230.519379482817,123196.08406513045,10.969758379135962,5.667972147571865,2.9368201815430686,0.11500047224081843,2.3649660500210206,0.0,0.0,2,2,1,8,in_situ,9999,DDDRE,Before Drilling,1,2,,,,,,
Animon,vrtg,21_22,0.0,17585.25629496532,195422.94860941177,11.112886006976288,5.687214384133673,2.911722437924228,0.14719515962821667,2.513949184918401,0.0,0.0,2,2,1,8,all,100,DDDRE,Before Drilling,1,2,,,,,,
Animon,vrtg,21_22,0.0,11230.519379482817,123196.08406513045,10.969758379135962,5.667972147571865,2.9368201815430686,0.11500047224081843,2.3649660500210206,0.0,0.0,2,2,1,8,in_situ,100,DDDRE,Before Drilling,1,2,,,,,,
Animon,vrtg,21_22,1.0,11809.445319000006,125409.79498163951,10.619448381700868,5.302917005528192,3.489895491788197,0.22358019746162602,2.6214285778045183,6.380918722717401,1.248326818417972,2,1,1,8,all,9999,DRE,After Drilling,1,,,,7330.427415687507,,,
Animon,vrtg,21_22,1.0,4479.017903312499,45325.732306454614,10.119569353123941,5.963426707139748,2.8073749370880274,0.17424412567698616,1.9560556897459178,6.148277036899547,1.0661440551317032,2,1,1,8,in_situ,9999,DRE,After Drilling,1,,,,-7330.427415687507,,,
Animon,vrtg,21_22,1.0,11809.445319000006,125409.79498163951,10.619448381700868,5.302917005528192,3.489895491788197,0.22358019746162602,2.6214285778045183,6.380918722717401,1.248326818417972,2,1,1,8,all,100,DRE,After Drilling,1,,,,7330.427415687507,,,
Animon,vrtg,21_22,1.0,4479.017903312499,45325.732306454614,10.119569353123941,5.963426707139748,2.8073749370880274,0.17424412567698616,1.9560556897459178,6.148277036899547,1.0661440551317032,2,1,1,8,in_situ,100,DRE,After Drilling,1,,,,-9114.816564300429,,,
Animon,vrtg,21_22,1.0,13593.834467612927,146725.3589546949,10.793522556440239,5.094396752462144,3.2557895984312935,0.20232904189574338,2.4433362055468035,0.0,0.0,2,1,1,8,all,9999,DRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,1.0,13996.866416096127,151302.8930711327,10.809769027811631,5.0811204453844425,3.242953520132135,0.2027057272186011,2.4856950622950595,0.0,0.0,2,1,1,8,all,9999,RE,Before Drilling,1,,,,13996.866416096127,,,
Animon,vrtg,21_22,1.0,5082.871637649279,52696.21191419906,10.367409541463445,5.722731893119609,2.738017626565329,0.1653577297037488,1.9066600217785066,0.0,0.0,2,1,1,8,in_situ,9999,DRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,1.0,5191.405839274432,53981.16693783456,10.398178953656828,5.703381462038664,2.7389888833975524,0.1669747635072258,1.9558086082206099,0.0,0.0,2,1,1,8,in_situ,9999,RE,Before Drilling,1,,,,5191.405839274432,,,
Animon,vrtg,21_22,1.0,13593.834467612927,146725.3589546949,10.793522556440239,5.094396752462144,3.2557895984312935,0.20232904189574338,2.4433362055468035,0.0,0.0,2,1,1,8,all,100,DRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,1.0,13996.866416096127,151302.8930711327,10.809769027811631,5.0811204453844425,3.242953520132135,0.2027057272186011,2.4856950622950595,0.0,0.0,2,1,1,8,all,100,RE,Before Drilling,1,,,,13996.866416096127,,,
Animon,vrtg,21_22,1.0,5082.871637649279,52696.21191419906,10.367409541463445,5.722731893119609,2.738017626565329,0.1653577297037488,1.9066600217785066,0.0,0.0,2,1,1,8,in_situ,100,DRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,1.0,5191.405839274432,53981.16693783456,10.398178953656828,5.703381462038664,2.7389888833975524,0.1669747635072258,1.9558086082206099,0.0,0.0,2,1,1,8,in_situ,100,RE,Before Drilling,1,,,,5191.405839274432,,,
Animon,vrtg,21_22,5.0,11809.445319000006,125409.79498163951,10.619448381700868,5.302917005528192,3.489895491788197,0.22358019746162602,2.6214285778045183,6.380918722717401,1.248326818417972,2,1,1,8,all,9999,DDDRE,After Drilling,1,,,,11809.445319000006,,,
Animon,vrtg,21_22,5.0,4479.017903312499,45325.732306454614,10.119569353123941,5.963426707139748,2.8073749370880274,0.17424412567698616,1.9560556897459178,6.148277036899547,1.0661440551317032,2,1,1,8,in_situ,9999,DDDRE,After Drilling,1,,,,4479.017903312499,,,
Animon,vrtg,21_22,5.0,11809.445319000006,125409.79498163951,10.619448381700868,5.302917005528192,3.489895491788197,0.22358019746162602,2.6214285778045183,6.380918722717401,1.248326818417972,2,1,1,8,all,100,DDDRE,After Drilling,1,,,,11809.445319000006,,,
Animon,vrtg,21_22,5.0,4479.017903312499,45325.732306454614,10.119569353123941,5.963426707139748,2.8073749370880274,0.17424412567698616,1.9560556897459178,6.148277036899547,1.0661440551317032,2,1,1,8,in_situ,100,DDDRE,After Drilling,1,,,,4479.017903312499,,,
Animon,vrtg,21_22,5.0,13593.834467612927,146725.3589546949,10.793522556440239,5.094396752462144,3.2557895984312935,0.20232904189574338,2.4433362055468035,0.0,0.0,2,1,1,8,all,9999,DDDRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,5.0,5082.871637649279,52696.21191419906,10.367409541463445,5.722731893119609,2.738017626565329,0.1653577297037488,1.9066600217785066,0.0,0.0,2,1,1,8,in_situ,9999,DDDRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,5.0,13593.834467612927,146725.3589546949,10.793522556440239,5.094396752462144,3.2557895984312935,0.20232904189574338,2.4433362055468035,0.0,0.0,2,1,1,8,all,100,DDDRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,5.0,5082.871637649279,52696.21191419906,10.367409541463445,5.722731893119609,2.738017626565329,0.1653577297037488,1.9066600217785066,0.0,0.0,2,1,1,8,in_situ,100,DDDRE,Before Drilling,1,,,,,,,
Animon,vrtg,21_22,7.0,7983.885017374999,84168.33239530672,10.542277627011744,5.572429710385623,2.9621948774239537,0.21169754148614356,2.8038059034323344,3.46008079148268,1.743819738571448,2,2,1,8,all,9999,DRE,After Drilling,1,2,,,,7983.885017374999,,
Animon,vrtg,21_22,7.0,3925.0038950000003,39593.64965960358,10.08754404296039,5.479819944045426,3.0202595894902142,0.17213871414701684,2.277066573673789,4.02492769489032,1.2821182502526856,2,2,1,8,in_situ,9999,DRE,After Drilling,1,2,,,,3925.0038950000003,,
Animon,vrtg,21_22,7.0,7983.885017374999,84168.33239530672,10.542277627011744,5.572429710385623,2.9621948774239537,0.21169754148614356,2.8038059034323344,3.46008079148268,1.743819738571448,2,2,1,8,all,100,DRE,After Drilling,1,2,,,,7983.885017374999,,
Animon,vrtg,21_22,7.0,3925.0038950000003,39593.64965960358,10.08754404296039,5.479819944045426,3.0202595894902142,0.17213871414701684,2.277066573673789,4.02492769489032,1.2821182502526856,2,2,1,8,in_situ,100,DRE,After Drilling,1,2,,,,3925.0038950000003,,
Animon,vrtg,21_22,7.0,12605.087483129983,133164.1483511623,10.564317663751444,5.381479734100668,2.7593406387697454,0.17494561656756413,2.4234972908810235,0.0,0.0,2,2,1,8,all,9999,DRE,Before Drilling,1,2,,,-12605.087483129983,,,
