FLAG,BHID,FROM,TO,HOLE_TYP,DEPTH,VEIN,RE,RE_OLD,DRE,DDDRE,MINE,YEAR,PV,PV_OLD,PL,PL_OLD,EQ,EQ_OLD,ZN,PB,AG,EQ_DDH
,10101268893,2.026315789,2.673684211,1,4.2,vsp658,1,1,1,5,San Cristobal,22_23,1.433449374,1.86711224,41.88187143,33.63892486,29.21754489,18.01655205,26.41162105,0.176931579,3.343515789,29.21754489
,10101304401,0.695,1.305,1,3.8,vsp658,1,2,2,1,San Cristobal,22_23,1.694541461,1.294634101,20.5356396,26.28910947,12.1187,20.30620811,10.65775,0.09437,1.73821,12.1187
,10101304424,1.457692308,2.742307692,1,4,vsp658,1,2,2,1,San Cristobal,22_23,1.694541461,1.294634101,17.59932415,26.28910947,10.38589173,20.30620811,9.440176923,0.079757692,1.103215385,10.38589173
,10101268911,1.423076923,1.876923077,1,4.1,vsp658,1,1,1,5,San Cristobal,22_23,1.433449374,1.86711224,52.88506414,33.63892486,36.89356954,18.01655205,34.84467692,0.224392308,2.329376923,36.89356954
,10101310250,1.8,2.3,1,4.2,vsp658,1,3,3,1,San Cristobal,22_23,0.852805603,1.025668927,20.17897275,20.17806346,23.661867,19.6730767,21.1318,0.4171,2.7116,23.661867
,10101268931,2.063636364,2.436363636,1,4.4,vsp658,1,1,1,5,San Cristobal,22_23,1.433449374,1.86711224,17.75583715,33.63892486,12.38679055,18.01655205,11.17594545,0.264736364,1.221063636,12.38679055
,10101310254,1.5,2.1,1,3.3,vsp658,1,3,3,1,San Cristobal,22_23,0.852805603,1.025668927,4.168661321,20.17806346,4.888173,19.6730767,4.1055,0.1446,0.8205,4.888173
,10101310285,1,1.3,1,4.3,vsp658,1,3,3,1,San Cristobal,22_23,0.633470389,0.951881077,13.6702099,16.79119724,21.579872,17.6400158,19.876,0.6083,1.4407,21.579872
,10101268728,1.54,2.06,1,3.9,vsp658,1,1,1,5,San Cristobal,22_23,1.054141289,1.398969793,21.75720635,21.53529509,20.639744,15.39368127,18.45056,0.61326,2.04918,20.639744
,10101268754,1.44375,2.55625,1,4,vsp658,1,1,1,5,San Cristobal,22_23,1.054141289,1.398969793,10.22336272,21.53529509,9.698285063,15.39368127,8.951,0.078925,0.85301875,9.698285063
,10101304481,2.3,2.7,1,2.7,vsp658,1,2,2,1,San Cristobal,22_23,1.222145809,0.958578995,64.90182096,14.80433712,53.10481,15.44404498,40.6597,2.2566,13.0968,53.10481
,10101311635,1.9,2.8,1,3.6,vsp658,1,3,3,1,San Cristobal,22_23,1.248507522,0.890102022,28.56644764,15.75710686,22.880477,17.70258519,17.5572,1.5429,4.922,22.880477
,10101272909,1.8,2.6,1,3.2,vsp658,1,1,1,5,San Cristobal,22_23,0.900428766,1.037225029,28.87282466,13.15329365,32.06564,12.68123434,29.7344,0.4443,2.4279,32.06564
,10101305311,0.93,1.27,1,3,vsp658,1,2,2,1,San Cristobal,22_23,1.222145809,0.958578995,8.610524168,14.80433712,7.0454148,15.44404498,6.06052,0.27719,0.92039,7.0454148
,10101312445,2.242857143,2.957142857,1,4,vsp658,1,3,3,1,San Cristobal,22_23,1.248507522,0.890102022,15.97178271,15.75710686,12.79270043,17.70258519,11.21217143,0.758228571,1.108071429,12.79270043
,10101272923,2.5,2.9,1,2.9,vsp658,1,1,1,5,San Cristobal,22_23,0.900428766,1.037225029,59.57052488,13.15329365,66.157954,12.68123434,43.4181,9.3955,17.7241,66.157954
,10101305343,1.741176471,2.358823529,1,4.6,vsp658,1,2,2,1,San Cristobal,22_23,1.616158745,0.901051255,27.94944683,13.99790604,17.29375094,15.535083,14.68452941,0.548752941,2.656811765,17.29375094
,10101272942,3,3.6,1,4.1,vsp658,1,1,1,5,San Cristobal,22_23,0.658854598,0.867342541,27.19039032,10.48887561,41.269182,12.09311789,34.1984,2.802,5.6518,41.269182
,10101280154,1,2,1,3.6,vsp658,1,1,1,5,San Cristobal,22_23,0.772420407,0.651531522,0.815499838,5.795201243,1.055772,8.894736553,0.8346,0.0551,0.2151,1.055772
,10101312480,2.380952381,2.919047619,1,3.7,vsp658,1,3,3,1,San Cristobal,22_23,1.824821059,0.824048214,39.54608594,11.81388993,21.67121305,14.33640621,19.0332619,0.820028571,2.373828571,21.67121305
,DDHUSC23025,114.95,115.25,1,170.5,vsp658,2,3,9,2,San Cristobal,22_23,0.257232447,0.763970636,0.278615923,3.038216788,1.083129,3.976876393,0.8946,0.02,0.2151,1.083129
,10101272953,2.671428571,3.028571429,1,4.1,vsp658,1,1,1,5,San Cristobal,22_23,0.658854598,0.867342541,13.38794793,10.48887561,20.32003414,12.09311789,18.59428571,0.758514286,1.291557143,20.32003414
,10101312809,2.1,2.9,1,3.8,vsp658,1,3,3,1,San Cristobal,22_23,1.824821059,0.824048214,44.91504153,11.81388993,24.613395,14.33640621,22.90305,0.3154,1.7937,24.613395
,10101272958,3.6,4.1,1,4.3,vsp658,1,1,1,5,San Cristobal,22_23,0.658854598,0.867342541,3.912014841,10.48887561,5.937599667,12.09311789,5.6099,0.0736,0.328166667,5.937599667
,10101305375,2.242307692,2.957692308,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,1.75181196,0.789593427,58.8997173,10.12429277,33.62216873,12.8221594,30.91346154,0.990630769,2.262557692,33.62216873
,10101282731,1.1,1.9,1,5.2,vsp658,1,1,1,5,San Cristobal,22_23,0.903937614,0.53910764,17.5133149,4.471985672,19.374473,8.295162851,17.5076,0.1277,2.2128,19.374473
,10101314059,1.903846154,2.496153846,1,4.1,vsp658,1,3,3,1,San Cristobal,22_23,1.941752767,0.766530369,27.97423555,11.36827692,14.40669277,14.8308239,12.21507308,0.726942308,1.918434615,14.40669277
,10101271179,2.1875,2.6125,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,0.755768296,0.739923537,8.620661901,6.279789835,11.40648787,8.487079431,10.1182375,0.2680875,1.3151,11.40648787
,10101304493,2.261111111,2.938888889,1,4.2,vsp658,1,2,2,1,San Cristobal,22_23,1.75181196,0.789593427,39.46388534,10.12429277,22.52746656,12.8221594,21.54693889,0.179611111,1.029733333,22.52746656
,10101311673,1.293333333,2.206666667,1,3.3,vsp658,1,3,3,1,San Cristobal,22_23,1.941752767,0.766530369,60.13926379,11.36827692,30.971638,14.8308239,27.60634667,1.147733333,2.908733333,30.971638
,10101282751,3.7,4.2,1,4.9,vsp658,1,1,1,5,San Cristobal,22_23,0.903937614,0.53910764,21.75316557,4.471985672,24.064897,8.295162851,18.55383333,1.559666667,5.139966667,24.064897
,10101274602,1.871428571,2.228571429,1,3.3,vsp658,1,2,2,1,San Cristobal,22_23,0.777635204,0.645319257,18.93322285,5.090659809,24.34717814,7.888591199,18.0973,1.707985714,5.900571429,24.34717814
,10101303617,2.230769231,2.669230769,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,1.529864215,0.715086497,38.4401093,7.99389027,25.12648438,11.17891374,21.61069231,1.435415385,2.760576923,25.12648438
,10101282757,2.253333333,2.846666667,1,3.6,vsp658,1,1,1,5,San Cristobal,22_23,1.453081464,0.451785538,17.57637701,3.946355604,12.09593367,8.735019763,11.40916667,0.036106667,0.82682,12.09593367
,10101311691,1.683333333,2.316666667,1,3.6,vsp658,1,3,3,1,San Cristobal,22_23,1.417943318,0.720958525,34.79396397,8.92742136,24.53833206,12.38271141,23.16796111,0.1835,1.518627778,24.53833206
,10101274614,1.25,1.55,1,3.1,vsp658,1,2,2,1,San Cristobal,22_23,0.777635204,0.645319257,14.4481211,5.090659809,18.5795615,7.888591199,17.09685,0.27255,1.556,18.5795615
,10101303630,2.125,2.675,1,4.2,vsp658,1,2,2,1,San Cristobal,22_23,1.529864215,0.715086497,24.71794727,7.99389027,16.156955,11.17891374,14.6485375,0.661,1.13125,16.156955
,10101280227,1.975,2.825,1,3.8,vsp658,1,1,1,5,San Cristobal,22_23,1.453081464,0.451785538,23.68396623,3.946355604,16.29913175,8.735019763,14.611675,0.1213,1.993225,16.29913175
,10101273047,1.754545455,2.345454545,1,3.5,vsp658,1,2,2,1,San Cristobal,22_23,1.268738468,0.596684986,8.906996177,5.014173995,7.020356364,8.403385566,5.566690909,0.924254545,0.752036364,7.020356364
,10101312940,0.8,1.1,1,3.7,vsp658,1,3,3,1,San Cristobal,22_23,0.468363482,0.687025503,2.93434639,7.728446738,6.265105,11.24914098,3.9492,1.3375,1.357,6.265105
,10101278912,1.326086957,2.373913043,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,2.044585598,0.45893475,9.48524044,4.312160414,4.639199478,9.396020716,4.010882609,0.225265217,0.530152174,4.639199478
,10101303648,1.676923077,2.423076923,1,3.7,vsp658,1,3,3,1,San Cristobal,22_23,1.253670508,0.676013637,47.70597601,6.746989984,38.05304162,9.98055307,31.70903077,2.794523077,4.740638462,38.05304162
,10101312965,0.6,0.9,1,4.5,vsp658,1,3,3,1,San Cristobal,22_23,0.468363482,0.687025503,0.268696382,7.728446738,0.573692,11.24914098,0.2265,0.1043,0.3167,0.573692
,10101273064,2.121428571,2.878571429,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,1.268738468,0.596684986,33.39851213,5.014173995,26.32418971,8.403385566,23.14649286,0.195571429,3.792171429,26.32418971
,10101282787,1.654545455,2.545454545,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,2.044585598,0.45893475,9.993634035,4.312160414,4.887853091,9.396020716,4.472727273,0.086609091,0.423518182,4.887853091
,10101303673,2.153333333,2.746666667,1,3.8,vsp658,1,2,2,1,San Cristobal,22_23,1.338766592,0.668343324,43.59743798,5.631037407,32.5653764,8.425366436,27.01390667,2.857713333,3.663033333,32.5653764
,10101273092,1.9,2.9,1,3.3,vsp658,1,2,2,1,San Cristobal,22_23,1.529957418,0.557148332,35.74769936,5.025159556,23.36515967,9.019428523,21.05933333,0.253933333,2.619833333,23.36515967
,10101306623,2.4,2.9,1,3.6,vsp658,1,1,1,5,San Cristobal,22_23,0.411825969,0.334010879,5.075894674,2.101081193,12.325339,6.290457368,9.5715,1.0844,2.2093,12.325339
,DDHUSC23003,82.41125,83.18875,1,164.85,vsp658,1,3,3,1,San Cristobal,22_23,1.263320421,0.547967672,56.54878919,1.494764637,44.76203208,2.727833619,37.4793525,0.0260375,9.18793,44.76203208
,10101278926,1.239130435,1.860869565,1,3.8,vsp658,1,2,2,1,San Cristobal,22_23,1.975055169,0.452824625,21.64619933,4.242234246,10.95979478,9.368382396,10.15337391,0.247617391,0.729286957,10.95979478
,10101305544,1.672727273,2.227272727,1,3.8,vsp658,1,3,3,1,San Cristobal,22_23,0.89477468,0.646914487,25.0024882,4.730202593,27.94277573,7.311944143,24.87828182,1.364272727,2.273063636,27.94277573
,DDHUSC23067,103,103.4,1,140.85,vsp658,1,4,4,1,San Cristobal,22_23,0.303547763,0.66171045,6.168987523,2.256665284,20.322955,3.410351587,19.5187,0.02,0.9945,20.322955
,10101273113,2.511111111,3.688888889,1,4,vsp658,1,2,2,1,San Cristobal,22_23,1.529957418,0.557148332,50.42809009,5.025159556,32.96045333,9.019428523,29.46668889,0.197111111,4.190444444,32.96045333
,10101303687,1.871428571,2.228571429,1,3.8,vsp658,1,3,3,1,San Cristobal,22_23,0.89477468,0.646914487,39.9235594,4.730202593,44.61856186,7.311944143,15.94354286,20.14044286,12.58785714,44.61856186
,10101306201,1.3,1.7,1,3.6,vsp658,1,1,1,5,San Cristobal,22_23,0.501218443,0.364306111,2.578317293,2.752149797,5.144099,7.554498034,4.6609,0.0279,0.5788,5.144099
,10101278938,1.09375,1.70625,1,4.5,vsp658,1,2,2,1,San Cristobal,22_23,1.534127046,0.462828499,6.530550921,4.55220012,4.256851438,9.835608929,3.727625,0.2230375,0.40734375,4.256851438
,10101314194,2,2.5,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,0.443538726,0.652556782,0.202561031,6.271772958,0.456693,9.611076204,0.2172,0.0748,0.2151,0.456693
,10101274684,2.422222222,2.877777778,1,3.8,vsp658,1,2,2,1,San Cristobal,22_23,1.477387442,0.537902917,25.6726412,5.335110049,17.37705389,9.918351219,15.80187778,0.507822222,1.396077778,17.37705389
,10101305088,1.4,2,1,4.2,vsp658,1,1,1,5,San Cristobal,22_23,0.501218443,0.364306111,2.218168284,2.752149797,4.425552,7.554498034,3.7543,0.0445,0.7973,4.425552
,10101304901,3.171428571,3.528571429,1,4,vsp658,1,3,3,1,San Cristobal,22_23,0.631445017,0.622359325,10.76949575,5.391258997,17.05531829,8.662614629,10.49102857,4.121214286,3.457671429,17.05531829
,DDHUSC23019,59.22307692,59.67692308,1,98.65,vsp658,1,3,3,1,San Cristobal,22_23,1.169191664,0.290143383,9.898342361,2.017627804,8.465970692,6.95389907,8.168676923,0.02,0.352776923,8.465970692
,10101313046,2.1,2.9,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,0.742690106,0.665660008,24.54916916,7.129263379,33.054391,10.71006714,29.2367,1.4176,3.1637,33.054391
,10101278950,1.991666667,2.408333333,1,3.6,vsp658,1,2,2,1,San Cristobal,22_23,1.534127046,0.462828499,11.10073543,4.55220012,7.2358645,9.835608929,5.960258333,0.503858333,1.021541667,7.2358645
,10101274821,1.083333333,1.716666667,1,3.6,vsp658,1,2,2,1,San Cristobal,22_23,1.477387442,0.537902917,17.08396528,5.335110049,11.56363239,9.918351219,10.39865,0.233238889,1.200088889,11.56363239
,10101302124,2,2.5,1,4,vsp658,1,1,1,5,San Cristobal,22_23,0.345000573,0.414651624,1.025818838,2.689994285,2.973383,6.487359817,2.4861,0.0345,0.5762,2.973383
,10101284521,2.066666667,2.733333333,1,4,vsp658,1,2,2,1,San Cristobal,22_23,1.160065077,0.473297057,4.759788386,4.429086807,4.103035667,9.357942845,3.859733333,0.02,0.284433333,4.103035667
,DDHUSC23035,82.3,82.65,1,160.35,vsp658,3,3,15,7,San Cristobal,22_23,0.288915476,0.314780005,0.146884339,3.110666823,0.508399,9.88203436,0.265,0.079,0.2151,0.508399
,10101313102,3.7,4,1,4,vsp658,1,3,3,1,San Cristobal,22_23,0.409541307,0.652520542,5.270828977,6.82801487,12.870079,10.46406118,11.5733,0.3769,1.1978,12.870079
,10101278956,1.6,2.4,1,4.2,vsp658,1,2,2,1,San Cristobal,22_23,1.160065077,0.473297057,15.16853996,4.429086807,13.075594,9.357942845,12.51555,0.0853,0.6085,13.075594
,DDHUSC22120,256.8641026,257.4358974,1,275.25,vsp658,1,3,3,1,San Cristobal,22_23,1.782438064,0.696837364,33.10499502,7.383747301,18.57287256,10.59608409,13.55337179,2.323141026,3.618961538,18.57287256
,10101302113,3.7,4.1,1,4.1,vsp658,1,1,1,5,San Cristobal,22_23,0.345000573,0.414651624,0.801114445,2.689994285,2.322067,6.487359817,2.0973,0.0283,0.2512,2.322067
,DDH-U-SC-18-012,170.9391303,171.239855,1,188,vsp658,3,3,15,7,San Cristobal,22_23,0.271397049,0.304786614,0.054569805,2.962765659,0.20107,9.720786673,0.03,0.02,0.193,0.20107
,10101304975,2.9,3.2,1,3.6,vsp658,1,1,1,5,San Cristobal,22_23,0.345000573,0.414651624,0.651682967,2.689994285,1.888933,6.487359817,1.574,0.0347,0.3578,1.888933
,10101314266,3.4875,3.9125,1,4.1,vsp658,1,3,3,1,San Cristobal,22_23,0.764156178,0.655688898,6.060253668,6.64453206,7.930648,10.13366564,6.5651,0.5330625,1.1010125,7.930648
,10101274843,1.23030303,2.06969697,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,2.724634512,0.53625146,19.06342577,4.505395319,6.996691,8.401646713,6.518642424,0.049078788,0.547348485,6.996691
,10101284541,2,2.8,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,1.221529,0.487157058,45.3370073,3.788952955,37.114966,7.777682555,35.9641,0.1636,1.2642,37.114966
,DDHUSC22101,232.3,232.8,1,252.5,vsp658,1,3,3,1,San Cristobal,22_23,0.315463902,0.627421039,0.313508341,5.426958545,0.993801,8.649627928,0.6526,0.1422,0.2645,0.993801
,10101304941,0.822222222,1.277777778,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,0.526790316,0.611839743,3.840291806,6.130565428,7.289981778,10.01988756,6.627233333,0.175366667,0.632477778,7.289981778
,10101304397,0.4,1.1,1,2,vsp658,1,1,1,5,San Cristobal,22_23,0.358408544,0.456216698,8.368038828,3.971051316,23.347766,8.704309458,22.8004,0.0839,0.5941,23.347766
,10101274854,0.695652174,1.604347826,1,3.5,vsp658,1,2,2,1,San Cristobal,22_23,2.724634512,0.53625146,18.79177698,4.505395319,6.89699,8.401646713,4.041491304,0.095578261,3.50203913,6.89699
,10101278978,1.1,2,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,1.221529,0.487157058,43.54831262,3.788952955,35.650658,7.777682555,34.6408,0.0886,1.174,35.650658
,10101271239,1.386486486,2.313513514,1,3.7,vsp658,1,2,2,1,San Cristobal,22_23,1.965747723,0.544535494,19.37282097,2.180194032,9.855191865,4.003768453,8.812664865,0.130748649,1.165735135,9.855191865
,DDHUSC23046,63.082832,63.323186,1,104.25,vsp658,1,3,3,1,San Cristobal,22_23,0.958730209,0.366293657,0.192771883,2.469803017,0.20107,6.742685734,0.03,0.02,0.193,0.20107
,10101304395,0,0.4,1,1.5,vsp658,1,1,1,5,San Cristobal,22_23,0.408195885,0.517500084,8.408602962,3.305900805,20.599431,6.388213082,19.6683,0.3157,0.807,20.599431
,10101313135,1.95,2.45,1,4,vsp658,1,3,3,1,San Cristobal,22_23,0.724225113,0.663563981,11.10584508,4.489727542,15.334797,6.766080843,14.29175,0.25005,1.02595,15.334797
,DDHUSC23011,126.2,126.7,1,155.55,vsp658,2,4,10,2,San Cristobal,22_23,0.288185812,0.607551973,10.94494844,2.015499309,37.97879,3.317410526,36.2056,0.02,2.221,37.97879
,10101302142,1.3,1.6,1,4.4,vsp658,1,3,3,1,San Cristobal,22_23,0.299441553,0.613809373,0.449678566,3.566261181,1.501724,5.810046802,0.4934,0.1589,1.0893,1.501724
,10101274867,3.093333333,4.006666667,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,1.965747723,0.544535494,15.60782685,2.180194032,7.939893133,4.003768453,6.722753333,0.403106667,1.06614,7.939893133
,10101305010,1.5,1.8,1,4.6,vsp658,1,3,3,1,San Cristobal,22_23,0.299441553,0.613809373,0.260751608,3.566261181,0.870793,5.810046802,0.1479,0.4523,0.3826,0.870793
,DDH-U-SC-18-040,174.6846155,174.986154,1,187.5,vsp658,1,3,3,1,San Cristobal,22_23,0.872743703,0.375273336,0.175482576,2.623624171,0.20107,6.991235245,0.03,0.02,0.193,0.20107
,10101311843,2.6,3.3,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,0.548720542,0.685735475,23.18009459,2.161833898,42.243898,3.152577017,38.27,1.1108,3.7226,42.243898
,10101305021,1.2,1.7,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,0.313879052,0.617311581,0.893951394,1.37986648,2.848076,2.235283643,1.3859,0.7147,1.0095,2.848076
,10101304584,2.75,3.05,1,3.8,vsp658,1,1,1,5,San Cristobal,22_23,0.447958315,0.548886881,4.802904458,1.819010526,10.7217665,3.31399891,9.7744,0.36085,0.7744,10.7217665
,DDHUSC23042,81.21578947,81.53421053,1,121.9,vsp658,1,4,4,1,San Cristobal,22_23,0.703481137,0.439443801,21.726367,1.895993624,30.884079,4.31453037,29.49287895,0.02,1.737468421,30.884079
,10101278995,1.39375,2.40625,1,4,vsp658,1,2,2,1,San Cristobal,22_23,2.514555,0.534190877,11.1383673,1.362952399,4.429558031,2.551433312,3.87109375,0.08750625,0.603903125,4.429558031
,DDHUSC23065,59.66176471,60.08823529,1,114.25,vsp658,1,3,3,1,San Cristobal,22_23,0.757574083,0.359915204,0.250934962,3.516763369,0.331234882,9.771088675,0.142705882,0.02,0.2151,0.331234882
,DDHUSC22094,259.76,260.34,1,296.5,vsp658,1,3,3,1,San Cristobal,22_23,0.961267602,0.84030674,18.21589676,11.64714652,18.9498707,13.86058919,16.44936,0.8175,2.20283,18.9498707
,10101271263,2.4,3.3,1,3.3,vsp658,1,2,2,1,San Cristobal,22_23,1.061483656,0.563275072,24.68182601,0.68346741,23.252196,1.213381249,18.5078,1.1848,4.6108,23.252196
,10101280232,0.92,1.58,1,4.2,vsp658,1,2,2,1,San Cristobal,22_23,2.598490707,0.550106976,42.20096586,0.632921458,16.24056832,1.150542506,15.11504,0.135064,1.26572,16.24056832
,10101303133,3.2,3.6,1,3.6,vsp658,1,3,3,1,San Cristobal,22_23,0.261012397,0.629816228,2.9125747,0.743921634,11.15876,1.18117254,8.8923,0.8393,1.8809,11.15876
,10101311860,0.9,1.4,1,3.4,vsp658,1,3,3,1,San Cristobal,22_23,0.678862117,0.704742206,33.983118,4.046261226,50.05894,5.741477082,47.0319,0.7849,2.9077,50.05894
,10101273154,2.507692308,3.192307692,1,3.5,vsp658,1,2,2,1,San Cristobal,22_23,1.061483656,0.563275072,31.58977997,0.68346741,29.76002485,1.213381249,26.00003846,1.492446154,3.002546154,29.76002485
,10101303148,3.3,3.6,1,4.1,vsp658,1,3,3,1,San Cristobal,22_23,0.261012397,0.629816228,3.899624141,0.743921634,14.940379,1.18117254,13.1858,0.637,1.4711,14.940379
,10101279040,1.055555556,2.244444444,1,4.1,vsp658,1,2,2,1,San Cristobal,22_23,2.598490707,0.550106976,27.69330538,0.632921458,10.65745793,1.150542506,9.282555556,0.3098,1.375681481,10.65745793
,10101314289,0.976923077,1.723076923,1,4,vsp658,1,3,3,1,San Cristobal,22_23,1.146434792,0.752072643,32.09793131,9.479159954,27.99804362,12.60404834,22.01849231,2.282223077,4.882384615,27.99804362
,10101271287,1.711538462,2.488461538,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,1.669701377,0.572756794,40.33699998,0.909512397,24.15821208,1.587955667,18.81967692,2.794261538,3.468192308,24.15821208
,10101303171,2.6,3.1,1,4.2,vsp658,1,3,3,1,San Cristobal,22_23,0.588564482,0.636997782,5.346796966,2.050908794,9.084471,3.21964825,7.6447,0.2697,1.505,9.084471
,DDHUSC22109,262.9792683,263.7707317,1,293.25,vsp658,1,3,3,1,San Cristobal,22_23,0.72965891,0.868761156,3.356206627,13.07592948,4.599692512,15.05123633,4.011741463,0.192602439,0.517507317,4.599692512
,10101280248,1.970833333,2.829166667,1,3.6,vsp658,1,2,2,1,San Cristobal,22_23,2.289739404,0.571505537,17.08165077,2.161064641,7.460085083,3.781353809,6.54355,0.317529167,0.786370833,7.460085083
,DDHUSC23070,99.65,100,1,149.5,vsp658,1,4,4,1,San Cristobal,22_23,0.280916818,0.487082838,2.94551032,1.894576452,10.485347,3.889639103,9.938,0.02,0.6693,10.485347
,10101315984,1.2,2.3,1,3.7,vsp658,1,3,3,1,San Cristobal,22_23,1.146434792,0.752072643,21.87868998,9.479159954,19.084112,12.60404834,17.2321,0.6101,1.6261,19.084112
,10101271294,1.283333333,2.316666667,1,4,vsp658,1,2,2,1,San Cristobal,22_23,2.231271602,0.583703511,32.93557903,1.228558358,14.76090092,2.104764379,11.45611667,1.423483333,2.507525,14.76090092
,DDHUSC23020,69.55,69.85,1,128,vsp658,1,3,3,1,San Cristobal,22_23,0.284581268,0.471638064,6.124215355,3.327938395,21.520093,7.056127681,21.1481,0.0326,0.4325,21.520093
,DDHUSC23059,55.64411765,56.10588235,1,193.55,vsp658,1,3,3,1,San Cristobal,22_23,0.661902915,0.423363319,7.306546186,3.947635897,11.03869771,9.324463696,10.62900588,0.02,0.495052941,11.03869771
,10101315429,1.566666667,2.333333333,1,4,vsp658,1,3,3,1,San Cristobal,22_23,1.426086185,0.786430103,31.08542567,12.31415409,21.79771881,15.65829441,11.71021905,4.209471429,7.813533333,21.79771881
,10101273179,0.961290323,2.138709677,1,4.2,vsp658,1,2,2,1,San Cristobal,22_23,2.231271602,0.583703511,28.71603179,1.228558358,12.86980561,2.104764379,11.65484194,0.28803871,1.198845161,12.86980561
,10101279070,2.196,3.104,1,3.9,vsp658,1,2,2,1,San Cristobal,22_23,2.350919144,0.588933605,44.77150385,1.470440706,19.04425508,2.496785195,17.30574,0.62252,1.467812,19.04425508
,10101304607,2.523809524,3.576190476,1,4.1,vsp658,1,3,3,1,San Cristobal,22_23,1.103081339,0.645155431,22.16693464,5.032512785,20.095467,7.800465662,17.32168571,1.109204762,2.205342857,20.095467
,10101271317,1.545,2.455,1,4,vsp658,1,2,2,1,San Cristobal,22_23,2.789817532,0.590172479,59.76045621,4.06968052,21.4209193,6.895747706,19.8963725,0.2718225,1.6098125,21.4209193
,DDHUSC23050,75.85,76.15,1,129.4,vsp658,1,4,4,1,San Cristobal,22_23,0.417485249,0.421389479,0.083943759,3.208493289,0.20107,7.614080201,0.03,0.02,0.193,0.20107
,DDHUSC22150,228.7,229,1,229,vsp658,1,3,3,1,San Cristobal,22_23,2.006686108,0.651723789,0.403484376,12.63274294,0.20107,19.38358419,0.03,0.02,0.193,0.20107
,10101305387,1.7,2.1,1,4,vsp658,1,1,1,5,San Cristobal,22_23,0.408650808,0.673810545,12.04618033,3.384537834,29.477931,5.022981396,28.3622,0.1739,1.2076,29.477931
,10101304617,1.413888889,2.186111111,1,3.6,vsp658,1,3,3,1,San Cristobal,22_23,2.006686108,0.651723789,58.56494359,12.63274294,29.18490508,19.38358419,17.29456111,4.939938889,9.235697222,29.18490508
,10101271330,1.558536585,2.541463415,1,4.1,vsp658,1,2,2,1,San Cristobal,22_23,2.789817532,0.590172479,44.06767895,4.06968052,15.79590007,6.895747706,12.41977805,1.396587805,2.629487805,15.79590007
,10101315472,2.34375,3.25625,1,4.1,vsp658,1,3,3,1,San Cristobal,22_23,1.382381079,0.833720386,49.8188205,15.00865016,36.03841319,18.00201891,21.8800625,6.850325,9.85765625,36.03841319
,DDHUSC23076,80.55,80.9,1,131.9,vsp658,1,4,4,1,San Cristobal,22_23,0.311414258,0.42959522,5.402921844,3.060548398,17.349629,7.124260829,17.1611,0.02,0.2151,17.349629
,10101305397,1.3,1.9,1,3.8,vsp658,1,1,1,5,San Cristobal,22_23,0.317795,0.736136895,6.244272282,5.019904237,19.648743,6.819253688,17.8656,0.595,1.5567,19.648743
,10101279091,1.624137931,2.675862069,1,3.6,vsp658,1,2,2,1,San Cristobal,22_23,2.455428005,0.615570875,74.08415375,4.018973038,30.17158459,6.528855083,28.9560931,0.167886207,1.340958621,30.17158459
,10101273204,1.409302326,2.890697674,1,4.3,vsp658,1,2,2,1,San Cristobal,22_23,2.457399711,0.58509695,11.01597313,6.5926158,4.482776279,11.26756139,3.891125581,0.228413953,0.480032558,4.482776279
,10101315506,1.466666667,2.133333333,1,4,vsp658,1,3,3,1,San Cristobal,22_23,1.156324548,0.870053059,49.86908206,17.2058988,43.12723633,19.77568911,21.94413333,12.03633333,12.6447,43.12723633
,10101304645,1.173913043,2.326086957,1,4.7,vsp658,1,3,3,1,San Cristobal,22_23,1.781085741,0.658543952,33.1145931,13.73916477,18.59236326,20.86294276,12.74711304,2.063634783,4.969708696,18.59236326
,10101305512,1.6,2,1,3.9,vsp658,1,1,1,5,San Cristobal,22_23,0.317795,0.736136895,8.674344821,5.019904237,27.29541,6.819253688,25.517,0.4568,1.7134,27.29541
,10101304657,2,3.1,1,3.9,vsp658,1,3,3,1,San Cristobal,22_23,1.113578151,0.658807795,61.78258755,14.08211744,55.481142,21.37515305,22.5277,12.8376,26.6006,55.481142
,10101315517,1.093333333,1.606666667,1,3.8,vsp658,1,3,3,1,San Cristobal,22_23,1.091860334,0.914371207,27.3148093,20.48325358,25.01676127,22.4014639,16.87968,3.626793333,6.030586667,25.01676127
