FLAG,BHID,FROM,TO,HOLE_TYP,DEPTH,VEIN,RE,RE_OLD,DRE,DDDRE,MINE,YEAR,PV,PV_OLD,PL,PL_OLD,EQ,EQ_OLD,ZN,PB,AG,EQ_DDH
,214543a,2.4,2.8,1,2.8,v658,2,2,8,6,San Cristobal,22_23,2.214873917,1.590485239,184.7891923,42.49531257,83.431021,26.71845768,30.24,7,59.0899,83.431021
,10101308944,3.037735849,4.262264151,1,6.3,v658,1,1,1,5,San Cristobal,22_23,3.77979263,5.656199527,33.86138938,130.2042272,8.958530981,23.01973729,5.899071698,0.891620755,2.823103774,8.958530981
,10101315582,2.396551724,3.303448276,1,4.3,v658,1,1,1,5,San Cristobal,22_23,2.749635827,6.22290495,31.19290164,161.2794658,11.34437562,25.91707042,7.083131034,1.791886207,3.284544828,11.34437562
,10101316070,1.597058824,2.802941176,1,3.9,v658,1,1,1,5,San Cristobal,22_23,3.296479987,6.314850462,12.89027688,182.2463166,3.910315529,28.8599576,2.5573,0.495882353,1.128917647,3.910315529
,10101308924,3.860869565,4.739130435,1,6.6,v658,1,1,1,5,San Cristobal,22_23,3.751932112,5.525257612,52.87584304,147.1359655,14.0929637,26.62970232,10.43922609,1.101936957,3.327767391,14.0929637
,10101286423,1.448717949,2.451282051,1,3.9,v658,1,1,1,5,San Cristobal,22_23,3.456459528,4.736372496,74.29614875,99.84907873,21.49487015,21.08133995,12.41348462,4.095233333,6.674453846,21.49487015
,10101316058,1.575,2.825,1,4.4,v658,1,1,1,5,San Cristobal,22_23,3.296479987,6.314850462,17.1567517,182.2463166,5.204567227,28.8599576,3.612465909,0.577340909,1.335663636,5.204567227
,10101268005,1.587179487,2.312820513,1,3.9,v658,1,1,1,5,San Cristobal,22_23,2.693272585,3.662591993,29.77066556,76.27473552,11.05371426,20.82534327,6.307976923,1.760894872,3.934310256,11.05371426
,10101308912,2.75,4.45,1,5.7,v658,1,1,1,5,San Cristobal,22_23,3.745584156,5.564004617,223.8866665,154.4696982,59.77349786,27.76232388,33.35583571,11.32195,20.11170714,59.77349786
,10101268671,1.502631579,2.297368421,1,3.8,v658,1,1,1,5,San Cristobal,22_23,2.693272585,3.662591993,59.62621908,76.27473552,22.13894703,20.82534327,12.02036579,4.313439474,7.730484211,22.13894703
,10101316047,1.504761905,2.695238095,1,4.2,v658,1,1,1,5,San Cristobal,22_23,3.354490787,6.417255862,67.85450842,185.6588363,20.22796088,28.93118808,10.22821429,2.717142857,9.459245238,20.22796088
,10101286411,1.244117647,2.155882353,1,4.5,v658,1,1,1,5,San Cristobal,22_23,3.004460263,4.523551026,98.51132914,96.8036737,32.78836147,21.39992964,19.60446176,5.178938235,10.59175588,32.78836147
,10101308906,2.7275,3.8725,1,5.3,v658,1,1,1,5,San Cristobal,22_23,3.745584156,5.564004617,147.4474685,154.4696982,39.36568033,27.76232388,28.748735,3.1672725,9.71061,39.36568033
,10101268647,0.95862069,1.94137931,1,3.6,v658,1,1,1,5,San Cristobal,22_23,2.121704356,3.513042197,82.91896114,84.94905912,39.08129845,24.18105287,17.49638621,9.577648276,16.04772069,39.08129845
,10101281574,1.96,2.64,1,5,v658,1,1,1,5,San Cristobal,22_23,2.878163139,4.565113297,136.2248367,125.6193412,47.33047787,27.51724503,24.82492667,6.20714,21.1809,47.33047787
,10101316901,3.066666667,3.933333333,1,5,v658,1,1,1,5,San Cristobal,22_23,2.74122668,6.548703591,24.44680449,188.1802306,8.9181988,28.73549367,7.219326667,0.251846667,1.853993333,8.9181988
,10101308901,2.863888889,4.336111111,1,5.4,v658,1,1,1,5,San Cristobal,22_23,3.702486859,5.767118375,84.83061826,169.9720776,22.91179456,29.47261814,16.514825,2.346405556,5.335205556,22.91179456
,10101305045,0.908,1.592,1,4.9,v658,1,1,1,5,San Cristobal,22_23,1.806681797,2.511970402,33.74899612,39.6855636,18.68009972,15.7985793,11.055256,3.149532,5.944024,18.68009972
,10101268634,1.047368421,1.852631579,1,3.6,v658,1,1,1,5,San Cristobal,22_23,1.949716089,3.402917158,101.7646611,81.64195896,52.194605,23.99175624,30.0847,8.033263158,18.53034211,52.194605
,10101313283,2.440625,3.559375,1,4.6,v658,1,1,1,5,San Cristobal,22_23,2.315266866,6.823134373,23.69805827,188.1234267,10.23556231,27.57140873,7.922084375,0.642315625,2.172309375,10.23556231
,10101308052,1.513953488,2.786046512,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.986244865,5.920704086,128.1910442,175.0389144,32.15834665,29.56386807,21.6792814,3.955918605,8.607672093,32.15834665
,10101281549,2.978125,3.621875,1,4.9,v658,1,1,1,5,San Cristobal,22_23,2.80887137,4.489146999,100.6068197,138.6242574,35.81752472,30.87986592,21.27853125,4.505284375,13.1001,35.81752472
,10101317996,2.577777778,3.222222222,1,3.8,v658,1,1,1,5,San Cristobal,22_23,2.315266866,6.823134373,17.75134709,188.1234267,7.667084667,27.57140873,5.977488889,0.477611111,1.576477778,7.667084667
,10101308046,1.84893617,2.85106383,1,4.7,v658,1,1,1,5,San Cristobal,22_23,3.986244865,5.920704086,93.64858007,175.0389144,23.49293213,29.56386807,14.24239362,4.903197872,5.937423404,23.49293213
,10101317983,3.25,3.75,1,4,v658,1,1,1,5,San Cristobal,22_23,1.67159248,7.027068296,15.59799551,177.7135128,9.331219,25.28985137,4.91115,0.46285,5.05015,9.331219
,10101281532,2.684375,3.515625,1,4.7,v658,1,1,1,5,San Cristobal,22_23,2.696480338,4.487357674,127.6627975,152.2859299,47.34423453,33.93665959,27.4989375,9.2537625,14.22695937,47.34423453
,10101308023,1.802272727,2.597727273,1,4.4,v658,1,1,1,5,San Cristobal,22_23,4.061869516,6.130137681,86.27329754,175.114356,21.23980034,28.56613752,13.80596591,3.104013636,5.755825,21.23980034
,10101308017,1.616666667,2.583333333,1,4.2,v658,1,1,1,5,San Cristobal,22_23,3.704606091,6.145202227,29.50217801,172.3551255,7.963647762,28.04710393,6.049152381,0.820430952,1.457588095,7.963647762
,10101315556,3.423076923,4.076923077,1,4.4,v658,1,1,1,5,San Cristobal,22_23,2.020743103,7.176941973,10.5527966,163.8570412,5.222235615,22.83103888,3.0135,0.974730769,1.6484,5.222235615
,10101281527,2.214285714,3.285714286,1,4.6,v658,1,1,1,5,San Cristobal,22_23,1.963337,4.448441008,66.71401147,142.283393,33.97990843,31.98500166,19.75288571,5.135585714,11.9632,33.97990843
,10101317962,2.226666667,3.173333333,1,4.5,v658,1,1,1,5,San Cristobal,22_23,2.3316862,7.333769079,21.16121111,167.1566314,9.075497,22.79273176,6.272433333,0.957866667,2.420566667,9.075497
,10101281512,2.315789474,3.584210526,1,4.8,v658,1,1,1,5,San Cristobal,22_23,2.052768607,4.379800115,116.0768799,134.0555301,56.54649995,30.60768221,30.63463158,9.173484211,22.00066842,56.54649995
,10101307853,2.117073171,3.582926829,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.452546832,6.224165348,57.04228681,197.3646519,16.52179959,31.70941658,13.42044878,0.961636585,2.793707317,16.52179959
,10101307093,1.802941176,3.197058824,1,4.6,v658,1,1,1,5,San Cristobal,22_23,3.452546832,6.224165348,63.4334303,197.3646519,18.37293841,31.70941658,11.89125588,2.807302941,4.899861765,18.37293841
,10101307076,1.914705882,2.885294118,1,4.1,v658,1,1,1,5,San Cristobal,22_23,3.184494952,6.152858866,65.95699663,183.6893314,20.71191747,29.85430601,18.21998235,0.516726471,2.54605,20.71191747
,10101317945,1.757692308,2.442307692,1,4,v658,1,1,1,5,San Cristobal,22_23,2.402850727,7.506222204,37.21727351,156.4339709,15.48879965,20.84057288,11.53025,1.505488462,3.238538462,15.48879965
,10101307059,2.206666667,3.393333333,1,4.3,v658,1,1,1,5,San Cristobal,22_23,3.184494952,6.152858866,35.23487879,183.6893314,11.0645108,29.85430601,8.141806667,1.09862,2.406313333,11.0645108
,10101305026,3.26,4.04,1,4.4,v658,1,1,1,5,San Cristobal,22_23,1.92594305,1.281560911,18.86024529,15.71249485,9.7927326,12.26043547,6.2326,1.5696,2.65874,9.7927326
,10101317921,2.043333333,2.756666667,1,3.9,v658,1,1,1,5,San Cristobal,22_23,2.337796417,7.578623281,74.18049593,134.3320096,31.73094773,17.72512034,10.70947667,6.6136,18.82382667,31.73094773
,10101305052,1.551282051,2.348717949,1,3.9,v658,1,1,1,5,San Cristobal,22_23,1.92594305,1.281560911,7.559617732,15.71249485,3.925151231,12.26043547,2.360884615,0.688730769,1.1693,3.925151231
,10101307052,2.1,3,1,4.4,v658,1,1,1,5,San Cristobal,22_23,2.744802945,5.969639096,35.22269312,172.8896822,12.8325034,28.96149658,8.90562,1.90344,2.72998,12.8325034
,10101285555,2.425,3.575,1,5,v658,1,1,1,5,San Cristobal,22_23,3.076349717,4.115154601,72.97081487,128.9657122,23.71993485,31.33921436,14.78681,3.9585375,6.6477025,23.71993485
,10101317901,1.891666667,2.308333333,1,3.3,v658,1,1,1,5,San Cristobal,22_23,2.188654908,7.353337265,12.80936275,104.5708505,5.85261875,14.22086962,3.779316667,0.688520833,1.813895833,5.85261875
,10101285539,2.421428571,3.178571429,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.221405062,3.850706564,53.29957383,123.2209838,16.545443,31.99957768,9.242088095,3.046904762,5.657890476,16.545443
,10101285523,1.8,2.4,1,4.6,v658,1,1,1,5,San Cristobal,22_23,2.781475499,3.79234063,32.67578369,103.2950912,11.7476439,27.23781993,8.411471429,0.869071429,3.199919048,11.7476439
,10101255269,3.5,4.5,1,4.5,v658,1,1,1,5,San Cristobal,22_23,3.648895852,2.823843916,2.381185508,45.79125046,0.652577,16.2159283,0.2124,0.1314,0.4025,0.652577
,10101315411,2.36,3.14,1,4,v658,1,1,1,5,San Cristobal,22_23,2.635721942,6.182550586,26.44153248,112.6139399,10.0319886,18.21480282,5.575232,1.890064,3.416452,10.0319886
,10101285512,0.953846154,1.646153846,1,4.3,v658,1,1,1,5,San Cristobal,22_23,2.910898975,3.643812696,38.82623354,97.3683659,13.33822777,26.72156173,8.211146154,1.7347,4.447861538,13.33822777
,10101284598,1.2125,1.9875,1,4.5,v658,1,1,1,5,San Cristobal,22_23,2.910898975,3.643812696,48.38709817,97.3683659,16.62273359,26.72156173,11.38185,1.69441875,4.639334375,16.62273359
,10101255235,2.792,4.308,1,4.8,v658,1,1,1,5,San Cristobal,22_23,3.841702164,2.762262433,102.8461269,46.16412068,26.77097872,16.71243113,16.02852,3.841076,9.076276,26.77097872
,10101315383,1.58,2.52,1,3.8,v658,1,1,1,5,San Cristobal,22_23,2.635721942,6.182550586,32.76302554,112.6139399,12.43038009,18.21480282,8.592462857,1.915025714,2.603725714,12.43038009
,10101306647,2.8,4.2,1,5.7,v658,1,1,1,5,San Cristobal,22_23,3.84549,5.135371981,21.44706543,107.1813933,5.577199636,20.87120343,2.992713636,1.184545455,1.877036364,5.577199636
,10101255207,2.873333333,3.626666667,1,4,v658,1,1,1,5,San Cristobal,22_23,4.028048736,2.853070175,43.96024066,50.64320231,10.91353247,17.75042295,5.318833333,2.191973333,4.501473333,10.91353247
,10101315356,2.422580645,3.077419355,1,4.3,v658,1,1,1,5,San Cristobal,22_23,2.861869528,5.531390238,39.51375789,123.292341,13.8069739,22.28957563,10.59075161,1.282983871,2.560819355,13.8069739
,10101282340,1.624444444,2.875555556,1,4.5,v658,1,1,1,5,San Cristobal,22_23,3.424262344,3.409471703,60.41018284,90.8170589,17.64180918,26.6366953,12.15465556,1.221902222,5.507322222,17.64180918
,10101254839,3.4,4.6,1,4.6,v658,1,1,1,5,San Cristobal,22_23,4.028048736,2.853070175,9.55174822,50.64320231,2.371309,17.75042295,1.116,0.4802,1.0237,2.371309
,226100a,0,1,1,1,v658,2,2,8,6,San Cristobal,22_23,3.176445801,3.425946492,10.96191446,37.9254668,3.451,11.0700698,1.9,0.47,1.41,3.451
,10101306672,2.4,3.4,1,4.6,v658,1,1,1,5,San Cristobal,22_23,3.273017,4.819520417,23.94084192,99.32989782,7.314609706,20.60991327,4.466870588,1.353941176,2.010852941,7.314609706
,10101282316,1.174358974,2.725641026,1,4.8,v658,1,1,1,5,San Cristobal,22_23,3.698079058,3.262128665,119.1147807,71.79425359,32.20990651,22.00840646,22.16322308,2.679910256,9.562489744,32.20990651
,10101315335,1.202702703,2.497297297,1,4,v658,1,1,1,5,San Cristobal,22_23,2.964912152,5.014873576,21.64794484,137.7517588,7.301378162,27.46864039,5.654594595,0.431394595,1.576691892,7.301378162
,10101254833,2.711764706,3.588235294,1,4,v658,1,1,1,5,San Cristobal,22_23,4.164337065,3.009924861,28.75854678,62.14472098,6.905912353,20.64660211,3.653970588,1.224,2.675470588,6.905912353
,10101303251,2.865384615,3.734615385,1,4.6,v658,1,1,1,5,San Cristobal,22_23,3.273017,4.819520417,9.011137218,99.32989782,2.753159308,20.60991327,1.593215385,0.422903846,0.970434615,2.753159308
,10101282301,1.942592593,3.457407407,1,5.4,v658,1,1,1,5,San Cristobal,22_23,3.720953205,3.429351524,94.50005499,72.8393231,25.39673298,21.23996988,18.53521111,1.910224074,6.436725926,25.39673298
,10101315315,1.211764706,2.188235294,1,4.2,v658,1,1,1,5,San Cristobal,22_23,3.050043434,4.263942337,30.87603319,133.1071553,10.12314541,31.21692198,7.206582353,0.915564706,2.614035294,10.12314541
,10101279085,1.816,3.184,1,5,v658,1,1,1,5,San Cristobal,22_23,3.720953205,3.429351524,56.91721272,72.8393231,15.29640648,21.23996988,11.249992,1.1801,3.732812,15.29640648
,10101303272,3.588461538,4.611538462,1,5.7,v658,1,1,1,5,San Cristobal,22_23,2.779906964,4.61071938,29.24185856,87.38784981,10.51900619,18.95319203,7.405530769,1.247573077,2.472446154,10.51900619
,10101315302,0.795,1.205,1,3.8,v658,1,1,1,5,San Cristobal,22_23,3.249087049,4.165705647,24.36437272,127.9225233,7.49883655,30.70848834,4.609555,1.309275,2.11602,7.49883655
,10101279075,1.718367347,3.181632653,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.330710948,3.569296562,42.13449665,69.16609649,12.65030118,19.378075,7.953414286,0.928871429,4.851944898,12.65030118
,10101303291,4.448387097,5.651612903,1,6.6,v658,1,1,1,5,San Cristobal,22_23,2.876763198,4.616511803,57.35307297,89.51215402,19.93666806,19.38956464,16.48487097,0.838977419,3.381706452,19.93666806
,10101279056,1.64047619,2.55952381,1,4.2,v658,1,1,1,5,San Cristobal,22_23,3.330710948,3.569296562,38.12856346,69.16609649,11.44757502,19.378075,8.2227,0.454028571,3.547630952,11.44757502
,10101308203,3.132258065,3.967741935,1,5.6,v658,1,1,1,5,San Cristobal,22_23,2.768177352,4.671059148,44.34017959,97.74800632,16.01782471,20.92630455,9.83743871,2.807790323,4.5179,16.01782471
,10101311879,0.395833333,2.004166667,1,3.8,v658,1,1,1,5,San Cristobal,22_23,3.71743619,4.567604158,20.37053964,130.25819,5.479728125,28.51783681,3.829370833,0.778229167,1.172916667,5.479728125
,10101279035,1.812244898,3.087755102,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.230257197,3.926513652,41.55421455,77.91514347,12.86405757,19.84333951,10.07978571,0.435195918,3.01207551,12.86405757
,10101284560,1.584090909,2.815909091,1,4.4,v658,1,1,1,5,San Cristobal,22_23,3.272326715,4.194353619,56.2707717,89.51718567,17.19595157,21.34230773,13.73450909,1.320236364,2.827370455,17.19595157
,10101313227,1.846,3.154,1,5.4,v658,1,1,1,5,San Cristobal,22_23,3.953024404,4.658958479,22.59713567,126.0781545,5.71641694,27.06144625,3.430022,0.967416,1.755314,5.71641694
,10101311865,1.589361702,3.110638298,1,4.7,v658,1,1,1,5,San Cristobal,22_23,3.953024404,4.658958479,27.70021715,126.0781545,7.007347872,27.06144625,4.761338298,0.846014894,1.847108511,7.007347872
,10101308242,1.752941176,2.747058824,1,5.5,v658,1,1,1,5,San Cristobal,22_23,1.983126421,4.48571153,141.2111229,93.91615127,71.20631412,20.93673448,42.80451176,10.22413529,23.91564118,71.20631412
,10101284546,1.804166667,2.995833333,1,5.3,v658,1,1,1,5,San Cristobal,22_23,3.348834951,4.299443522,54.85305186,84.08768739,16.37974181,19.55780718,13.3211875,0.924454167,2.78330625,16.37974181
,10101313204,3.146666667,3.953333333,1,5.8,v658,1,1,1,5,San Cristobal,22_23,3.974058727,5.019130568,35.52592799,129.6619175,8.939457222,25.83354144,6.854362222,0.647591111,1.877006667,8.939457222
,10101308253,2.442105263,3.457894737,1,5.8,v658,1,1,1,5,San Cristobal,22_23,1.983126421,4.48571153,117.537478,93.91615127,59.26877721,20.93673448,38.44956316,6.146073684,19.11818421,59.26877721
,10101284533,1.592307692,2.307692308,1,4.9,v658,1,1,1,5,San Cristobal,22_23,3.348834951,4.299443522,101.078844,84.08768739,30.18328628,19.55780718,20.58531795,3.001602564,8.615794872,30.18328628
,10101316996,1.465789474,2.334210526,1,3.8,v658,1,1,1,5,San Cristobal,22_23,4.035993923,3.114980469,89.41032438,100.8942698,22.15323563,32.39001681,17.43873947,0.872657895,4.940410526,22.15323563
,10101313184,3,4.1,1,6.1,v658,1,1,1,5,San Cristobal,22_23,3.937759108,5.422428215,52.3953551,144.1415274,13.30588125,26.58246854,8.253362745,1.38524902,4.764856863,13.30588125
,10101306429,1.767741935,3.332258065,1,5.7,v658,1,1,1,5,San Cristobal,22_23,2.610022736,4.478717333,104.9983877,96.30356051,40.22891687,21.50248684,29.53889032,3.021432258,9.974803226,40.22891687
,10101284508,2.054,2.946,1,5,v658,1,1,1,5,San Cristobal,22_23,3.671037146,4.41398906,62.34078483,107.2871419,16.9817908,24.30616399,12.726214,1.607278,3.494694,16.9817908
,10101318077,1.5875,2.4125,1,4,v658,1,1,1,5,San Cristobal,22_23,4.035993923,3.114980469,139.0936136,100.8942698,34.46328618,32.39001681,24.893625,2.58924,9.0654025,34.46328618
,10101306434,3.176470588,4.723529412,1,7.1,v658,1,1,1,5,San Cristobal,22_23,3.895414975,4.476854998,111.9512826,110.0241652,28.73924429,24.57621817,20.99840392,1.178409804,8.411290196,28.73924429
,10101282800,2.387931034,3.412068966,1,5.8,v658,1,1,1,5,San Cristobal,22_23,4.215606907,4.510194284,137.9027311,129.4927918,32.7124265,28.71113386,20.24762069,4.424422414,10.56973793,32.7124265
,10101313150,1.734782609,2.865217391,1,4.6,v658,1,1,1,5,San Cristobal,22_23,3.876327791,5.878575204,243.2763658,152.4915907,62.75949272,25.94022963,31.11513913,11.00682391,27.09874348,62.75949272
,10101306442,2.336206897,3.463793103,1,7.1,v658,1,1,1,5,San Cristobal,22_23,3.895414975,4.476854998,89.43856483,110.0241652,22.95995816,24.57621817,16.88823103,2.386624138,4.876160345,22.95995816
,10101318055,1.595,2.405,1,4,v658,1,1,1,5,San Cristobal,22_23,3.4592353,5.488023706,113.1692946,96.93138748,32.71511903,17.66234854,21.2721325,4.506135,9.1801025,32.71511903
,10101308277,3.286842105,4.313157895,1,7.6,v658,1,1,1,5,San Cristobal,22_23,4.913164813,4.874238707,54.76130203,120.8901278,11.14583046,24.80184805,8.367375,0.741289474,2.644375,11.14583046
,10101313128,1.793181818,2.606818182,1,4.4,v658,1,1,1,5,San Cristobal,22_23,3.705420165,6.22279847,120.5448704,154.4132584,32.5320382,24.81411847,24.21431136,2.629404545,7.433393182,32.5320382
,10101318042,1.902564103,2.797435897,1,4.3,v658,1,1,1,5,San Cristobal,22_23,3.033964143,6.040229624,88.511456,93.01974126,29.17353397,15.40003395,23.88821795,1.357174359,5.092587179,29.17353397
,10101282773,2.074,2.926,1,5,v658,1,1,1,5,San Cristobal,22_23,4.42218671,4.854605419,253.0242526,163.1927333,57.216999,33.61606542,36.627302,5.328164,19.790512,57.216999
,10101308286,2.470967742,3.729032258,1,7.1,v658,1,1,1,5,San Cristobal,22_23,5.081254567,5.317088631,133.2277318,134.9193969,26.21945626,25.37467517,16.70387097,3.106335484,8.388219355,26.21945626
,10101318021,1.966666667,2.633333333,1,3.8,v658,1,1,1,5,San Cristobal,22_23,2.702340498,5.769704136,19.14105571,104.3860239,7.083139867,18.09209302,4.950723333,0.915166667,1.621913333,7.083139867
,10101280220,2.258928571,3.341071429,1,5.6,v658,1,1,1,5,San Cristobal,22_23,4.561119221,5.16625202,144.636472,183.9801281,31.71074138,35.61191505,22.10381964,2.489092857,9.2304625,31.71074138
,10101314272,1.551162791,2.748837209,1,4.3,v658,1,1,1,5,San Cristobal,22_23,3.596299804,6.608075885,27.70455921,147.7476125,7.70362893,22.35864343,5.956825581,0.404339535,1.735148837,7.70362893
,10101316084,2.372413793,3.127586207,1,4.2,v658,1,1,1,5,San Cristobal,22_23,2.702340498,5.769704136,6.939121181,104.3860239,2.567818966,18.09209302,1.731341379,0.366034483,0.627931034,2.567818966
,10101314260,1.5025,2.4975,1,4,v658,1,1,1,5,San Cristobal,22_23,3.762426756,6.635166313,13.69705234,152.3874121,3.64048345,22.96663036,2.724925,0.2791225,0.8303475,3.64048345
,10101308298,2.161403509,3.538596491,1,6.6,v658,1,1,1,5,San Cristobal,22_23,5.236710196,6.499125287,174.401181,207.5052763,33.30357695,31.92818528,22.57919123,2.589496491,10.52677719,33.30357695
,10101132001,0,0.5,1,0.5,v658,1,1,1,5,San Cristobal,22_23,0.897865693,1.673029895,1.203109501,30.668889,1.339966,18.33134547,0.6868,0.2663,0.5133,1.339966
,10101280196,1.709302326,2.590697674,1,4.3,v658,1,1,1,5,San Cristobal,22_23,4.335140648,5.570604137,140.2855304,197.1381966,32.36008744,35.38901558,24.97768605,1.371097674,7.730734884,32.36008744
,10101316967,2.377419355,3.122580645,1,4.3,v658,1,1,1,5,San Cristobal,22_23,2.585152353,5.232467454,13.15140879,101.0237842,5.087285774,19.30710227,3.244303226,0.310296774,1.967603226,5.087285774
,10101314243,1.702272727,2.697727273,1,4.4,v658,1,1,1,5,San Cristobal,22_23,4.409884168,6.584568793,24.78332212,167.0933203,5.619948545,25.37650156,4.104079545,0.528215909,1.296997727,5.619948545
,10101280186,1.916326531,2.983673469,1,4.9,v658,1,1,1,5,San Cristobal,22_23,4.434293852,5.951004992,161.5038689,217.7826481,36.42155308,36.59594446,24.98260816,2.309757143,11.76059592,36.42155308
,10101313293,1.695833333,2.504166667,1,3.9,v658,1,1,1,5,San Cristobal,22_23,2.405320043,4.673315172,24.09273948,87.91315244,10.01643817,18.81173197,7.377341667,0.498754167,2.7534875,10.01643817
,10101308009,2.911594203,3.988405797,1,6.9,v658,1,1,1,5,San Cristobal,22_23,5.609938424,7.197311328,193.85109,231.9916831,34.55494078,32.2331038,25.35619275,2.345871014,8.882389855,34.55494078
,10101314222,2.596923077,3.903076923,1,6.8,v658,1,1,1,5,San Cristobal,22_23,4.409884168,6.584568793,32.8730075,167.0933203,7.454392508,25.37650156,4.732836923,0.914955385,2.367907692,7.454392508
,10101316025,2.8875,3.5125,1,4.4,v658,1,1,1,5,San Cristobal,22_23,2.23423639,4.307300261,27.85607893,63.21000821,12.46782975,14.6750875,6.7662375,0.952920833,6.0954125,12.46782975
,10101280171,2.401639344,3.698360656,1,6.1,v658,1,1,1,5,San Cristobal,22_23,5.046294326,6.160532656,191.7426765,210.7623088,37.99672872,34.21170222,17.95895738,7.149270492,16.9480377,37.99672872
,182120540,0,2.55,1,2.55,v658,2,2,8,6,San Cristobal,22_23,2.882619951,2.558069668,48.39861245,60.24455215,16.7898,23.55078632,13.62,0.86,3,16.7898
,10101308031,2.842857143,4.157142857,1,7,v658,1,1,1,5,San Cristobal,22_23,6.084673903,7.713557284,313.5977982,255.3483196,51.53896547,33.10383396,27.37379714,7.014631429,22.33109,51.53896547
,10101280158,2.177586207,3.622413793,1,5.8,v658,1,1,1,5,San Cristobal,22_23,5.046294326,6.160532656,149.0809322,210.7623088,29.54265498,34.21170222,18.10973103,3.186358621,10.72102586,29.54265498
,10101314203,2.355172414,3.444827586,1,6.1,v658,1,1,1,5,San Cristobal,22_23,4.696007714,6.602107502,47.69597976,188.5020987,10.15670814,28.55180693,6.968727586,0.390044828,3.576251724,10.15670814
,10101308038,3.34,4.66,1,8,v658,1,1,1,5,San Cristobal,22_23,6.454199116,8.027128335,368.1109253,278.5251125,57.03433048,34.69797678,23.6652175,7.95201875,32.87814625,57.03433048
,10101280131,2.345901639,3.754098361,1,6.1,v658,1,1,1,5,San Cristobal,22_23,5.50658667,6.297021257,184.1584285,206.4482384,33.44329974,32.78506297,20.03504098,4.19512623,12.03391311,33.44329974
,10101315961,2.130769231,2.969230769,1,3.2,v658,1,1,1,5,San Cristobal,22_23,2.199456447,3.807823731,41.44052637,59.03197674,18.841258,15.50281234,11.79475385,1.583876923,7.055061538,18.841258
,10101313019,2.211764706,2.888235294,1,5.1,v658,1,1,1,5,San Cristobal,22_23,4.191035871,6.622432656,50.42061543,194.5057803,12.03058551,29.37074492,8.127160784,1.309711765,3.399231373,12.03058551
,10101280119,2.0125,3.5875,1,5.6,v658,1,1,1,5,San Cristobal,22_23,5.283618369,6.318517787,216.6458023,199.5692017,41.0033025,31.58481284,29.45641786,3.116846429,10.94711071,41.0033025
,10101308059,3.595348837,5.004651163,1,8.6,v658,1,1,1,5,San Cristobal,22_23,6.844061224,8.409683045,373.1992383,292.6531253,54.52891581,34.79954283,32.0166407,6.84152907,20.44259884,54.52891581
,10101315958,1.847058824,3.052941176,1,3.3,v658,1,1,1,5,San Cristobal,22_23,2.297372694,4.067859853,10.40108392,81.7049037,4.527382059,20.08547655,3.398582353,0.581123529,0.744752941,4.527382059
,10101280101,2.078181818,3.421818182,1,5.5,v658,1,1,1,5,San Cristobal,22_23,5.283618369,6.318517787,232.8306602,199.5692017,44.06651729,31.58481284,33.95637273,2.469121818,9.890963636,44.06651729
,10101311787,3.257777778,4.042222222,1,5.9,v658,1,1,1,5,San Cristobal,22_23,4.191035871,6.622432656,35.48085585,194.5057803,8.465891711,29.37074492,6.708822222,0.315866667,1.852295556,8.465891711
,10101315398,2.703225806,3.396774194,1,4.6,v658,1,1,1,5,San Cristobal,22_23,2.35059467,4.207116354,18.04709913,98.3318321,7.677673806,23.37273891,5.344270968,0.647674194,2.191222581,7.677673806
,10101308078,3.693103448,5.006896552,1,8.7,v658,1,1,1,5,San Cristobal,22_23,7.143878922,8.496409319,354.3441962,300.2602387,49.60109208,35.33966261,34.39167586,4.722249425,13.69332184,49.60109208
,10101280090,2.234545455,3.265454545,1,5.5,v658,1,1,1,5,San Cristobal,22_23,5.072153884,6.282712808,131.466056,175.5808741,25.91917735,27.94666564,20.86581818,0.872810909,5.369170909,25.91917735
,10101306595,4.059139785,5.240860215,1,9.9,v658,1,1,1,5,San Cristobal,22_23,7.440516134,8.203622818,276.2492561,291.2796353,37.1277007,35.50621984,24.92595269,3.706775269,11.08157849,37.1277007
,10101311773,5.118918919,5.981081081,1,7.4,v658,1,1,1,5,San Cristobal,22_23,3.656352328,6.780213044,42.58657219,227.4315695,11.64728351,33.54342526,8.378440541,1.013656757,2.944483784,11.64728351
,10101315441,1.640909091,2.159090909,1,4.8,v658,1,1,1,5,San Cristobal,22_23,2.296636162,4.441049617,48.31234095,121.5361221,21.03613177,27.36653101,15.43426364,1.063086364,5.839490909,21.03613177
,10101280076,2.137735849,3.162264151,1,5.3,v658,1,1,1,5,San Cristobal,22_23,5.021189947,6.266420089,174.0512668,158.9649663,34.66335045,25.3677481,23.18090566,3.410354717,10.52001887,34.66335045
,10101308933,4.233333333,5.666666667,1,10.6,v658,1,1,1,5,San Cristobal,22_23,7.440516134,8.203622818,300.8403943,291.2796353,40.43273193,35.50621984,27.63186465,3.452620202,12.13915253,40.43273193
,10101280050,2.088461538,3.111538462,1,5.2,v658,1,1,1,5,San Cristobal,22_23,4.841941879,6.313574133,181.8245498,167.7938327,37.55198933,26.57667894,24.10063846,4.534521154,11.68891923,37.55198933
